date,equity,cash,positions
2021-12-22,87095.47,16823.06,4
2021-12-23,87013.06,17206.07,4
2021-12-24,85788.2,34063.19,3
2021-12-27,86082.35,17943.48,4
2021-12-28,87342.02,18074.02,4
2021-12-29,85195.77,16368.24,4
2021-12-30,85433.64,51190.47,2
2021-12-31,85495.43,17017.01,4
2022-01-04,85689.56,0.0,5
2022-01-05,83075.46,0.0,5
2022-01-06,81674.42,48425.29,2
2022-01-07,81562.15,65598.54,1
2022-01-10,81188.33,81188.33,0
2022-01-11,81188.33,81188.33,0
2022-01-12,81188.33,81188.33,0
2022-01-13,81188.33,81188.33,0
2022-01-14,81188.33,81188.33,0
2022-01-17,81188.33,81188.33,0
2022-01-18,81188.33,81188.33,0
2022-01-19,81188.33,81188.33,0
2022-01-20,81188.33,81188.33,0
2022-01-21,81188.33,81188.33,0
2022-01-24,81188.33,81188.33,0
2022-01-25,81188.33,81188.33,0
2022-01-26,81188.33,81188.33,0
2022-01-27,81188.33,81188.33,0
2022-01-28,81188.33,81188.33,0
2022-02-07,81188.33,81188.33,0
2022-02-08,81188.33,81188.33,0
2022-02-09,81188.33,81188.33,0
2022-02-10,81188.33,81188.33,0
2022-02-11,81188.33,81188.33,0
2022-02-14,81188.33,81188.33,0
2022-02-15,81188.33,81188.33,0
2022-02-16,81188.33,81188.33,0
2022-02-17,81188.33,81188.33,0
2022-02-18,81188.33,81188.33,0
2022-02-21,81188.33,81188.33,0
2022-02-22,81188.33,81188.33,0
2022-02-23,81188.33,81188.33,0
2022-02-24,81188.33,81188.33,0
2022-02-25,81188.33,81188.33,0
2022-02-28,81188.33,81188.33,0
2022-03-01,81188.33,81188.33,0
2022-03-02,81188.33,81188.33,0
2022-03-03,81188.33,81188.33,0
2022-03-04,81188.33,81188.33,0
2022-03-07,81188.33,81188.33,0
2022-03-08,81188.33,81188.33,0
2022-03-09,81188.33,81188.33,0
2022-03-10,81188.33,81188.33,0
2022-03-11,81188.33,81188.33,0
2022-03-14,81188.33,81188.33,0
2022-03-15,81188.33,81188.33,0
2022-03-16,81188.33,81188.33,0
2022-03-17,81188.33,81188.33,0
2022-03-18,81188.33,81188.33,0
2022-03-21,81188.33,81188.33,0
2022-03-22,81188.33,81188.33,0
2022-03-23,81188.33,81188.33,0
2022-03-24,81188.33,81188.33,0
2022-03-25,81188.33,81188.33,0
2022-03-28,81188.33,81188.33,0
2022-03-29,81188.33,81188.33,0
2022-03-30,81188.33,81188.33,0
2022-03-31,81188.33,81188.33,0
2022-04-01,81188.33,81188.33,0
2022-04-06,81188.33,81188.33,0
2022-04-07,81188.33,81188.33,0
2022-04-08,81188.33,81188.33,0
2022-04-11,81188.33,81188.33,0
2022-04-12,81188.33,81188.33,0
2022-04-13,81188.33,81188.33,0
2022-04-14,81188.33,81188.33,0
2022-04-15,81188.33,81188.33,0
2022-04-18,81188.33,81188.33,0
2022-04-19,81188.33,81188.33,0
2022-04-20,81188.33,81188.33,0
2022-04-21,81188.33,81188.33,0
2022-04-22,81188.33,81188.33,0
2022-04-25,81188.33,81188.33,0
2022-04-26,81188.33,81188.33,0
2022-04-27,81188.33,81188.33,0
2022-04-28,81188.33,81188.33,0
2022-04-29,81188.33,81188.33,0
2022-05-05,81188.33,81188.33,0
2022-05-06,81188.33,81188.33,0
2022-05-09,81188.33,81188.33,0
2022-05-10,81188.33,81188.33,0
2022-05-11,81188.33,81188.33,0
2022-05-12,81188.33,81188.33,0
2022-05-13,81188.33,81188.33,0
2022-05-16,81188.33,81188.33,0
2022-05-17,81188.33,81188.33,0
2022-05-18,81188.33,81188.33,0
2022-05-19,81188.33,81188.33,0
2022-05-20,81188.33,81188.33,0
2022-05-23,81188.33,81188.33,0
2022-05-24,81188.33,81188.33,0
2022-05-25,81188.33,81188.33,0
2022-05-26,81188.33,81188.33,0
2022-05-27,81188.33,81188.33,0
2022-05-30,81188.33,81188.33,0
2022-05-31,81188.33,81188.33,0
2022-06-01,81090.96,48713.0,2
2022-06-02,80835.87,16276.61,4
2022-06-06,84926.09,109.44,5
2022-06-07,84832.8,675.79,5
2022-06-08,87635.32,34117.47,3
2022-06-09,86965.67,17449.13,4
2022-06-10,90109.35,56.0,5
2022-06-13,93017.51,1712.64,5
2022-06-14,94045.16,1442.03,5
2022-06-15,93322.13,21804.71,4
2022-06-16,92994.99,37078.16,3
2022-06-17,94554.61,17542.82,4
2022-06-20,93984.6,479.49,5
2022-06-21,91612.54,0.0,5
2022-06-22,89982.78,0.0,5
2022-06-23,90691.58,0.0,5
2022-06-24,92599.63,326.5,5
2022-06-27,95416.64,1821.15,5
2022-06-28,94692.17,0.0,5
2022-06-29,92311.99,18427.8,4
2022-06-30,95948.74,0.0,5
2022-07-01,98421.81,1794.09,5
2022-07-04,100206.97,22306.07,4
2022-07-05,97774.31,1974.24,5
2022-07-06,95887.25,0.0,5
2022-07-07,97834.73,0.0,5
2022-07-08,97652.64,1275.26,5
2022-07-11,96924.28,20980.11,4
2022-07-12,92764.55,654.23,5
2022-07-13,91626.76,54964.84,2
2022-07-14,93237.55,36278.06,3
2022-07-15,93312.34,18599.41,4
2022-07-18,93610.91,0.0,5
2022-07-19,92061.83,0.0,5
2022-07-20,93760.66,1969.34,5
2022-07-21,92032.57,20055.92,4
2022-07-22,92426.08,18162.2,4
2022-07-25,89950.39,16555.05,4
2022-07-26,91770.48,16555.05,4
2022-07-27,94013.39,37145.46,3
2022-07-28,93632.99,37145.46,3
2022-07-29,93969.04,57356.84,2
2022-08-01,93503.37,74747.87,1
2022-08-02,92828.82,92828.82,0
2022-08-03,92828.82,92828.82,0
2022-08-04,92828.82,92828.82,0
2022-08-05,92828.82,92828.82,0
2022-08-08,92828.82,92828.82,0
2022-08-09,92828.82,92828.82,0
2022-08-10,92828.82,92828.82,0
2022-08-11,92828.82,92828.82,0
2022-08-12,92828.82,92828.82,0
2022-08-15,92828.82,92828.82,0
2022-08-16,92828.82,92828.82,0
2022-08-17,92828.82,92828.82,0
2022-08-18,92828.82,92828.82,0
2022-08-19,92828.82,92828.82,0
2022-08-22,92828.82,92828.82,0
2022-08-23,92828.82,92828.82,0
2022-08-24,92828.82,92828.82,0
2022-08-25,92828.82,92828.82,0
2022-08-26,92828.82,92828.82,0
2022-08-29,92828.82,92828.82,0
2022-08-30,92828.82,92828.82,0
2022-08-31,92828.82,92828.82,0
2022-09-01,92828.82,92828.82,0
2022-09-02,92828.82,92828.82,0
2022-09-05,92828.82,92828.82,0
2022-09-06,92828.82,92828.82,0
2022-09-07,92828.82,92828.82,0
2022-09-08,92828.82,92828.82,0
2022-09-09,92828.82,92828.82,0
2022-09-13,92828.82,92828.82,0
2022-09-14,92828.82,92828.82,0
2022-09-15,92828.82,92828.82,0
2022-09-16,92828.82,92828.82,0
2022-09-19,92828.82,92828.82,0
2022-09-20,92828.82,92828.82,0
2022-09-21,92828.82,92828.82,0
2022-09-22,92828.82,92828.82,0
2022-09-23,92828.82,92828.82,0
2022-09-26,92828.82,92828.82,0
2022-09-27,92828.82,92828.82,0
2022-09-28,92828.82,92828.82,0
2022-09-29,92828.82,92828.82,0
2022-09-30,92828.82,92828.82,0
2022-10-10,92828.82,92828.82,0
2022-10-11,92828.82,92828.82,0
2022-10-12,92828.82,92828.82,0
2022-10-13,92828.82,92828.82,0
2022-10-14,92828.82,92828.82,0
2022-10-17,92828.82,92828.82,0
2022-10-18,92828.82,92828.82,0
2022-10-19,92828.82,92828.82,0
2022-10-20,92828.82,92828.82,0
2022-10-21,92828.82,92828.82,0
2022-10-24,92828.82,92828.82,0
2022-10-25,92828.82,92828.82,0
2022-10-26,92828.82,92828.82,0
2022-10-27,92828.82,92828.82,0
2022-10-28,92828.82,92828.82,0
2022-10-31,92828.82,92828.82,0
2022-11-01,92828.82,92828.82,0
2022-11-02,92828.82,92828.82,0
2022-11-03,92828.82,92828.82,0
2022-11-04,92828.82,92828.82,0
2022-11-07,92828.82,92828.82,0
2022-11-08,92828.82,92828.82,0
2022-11-09,92828.82,92828.82,0
2022-11-10,92828.82,92828.82,0
2022-11-11,92828.82,92828.82,0
2022-11-14,92828.82,92828.82,0
2022-11-15,92828.82,92828.82,0
2022-11-16,92082.5,55697.29,2
2022-11-17,92600.81,54918.44,2
2022-11-18,91979.89,54918.44,2
2022-11-21,91794.41,72782.09,1
2022-11-22,91297.76,72782.09,1
2022-11-23,91002.87,91002.87,0
2022-11-24,91002.87,91002.87,0
2022-11-25,91002.87,91002.87,0
2022-11-28,91002.87,91002.87,0
2022-11-29,91002.87,91002.87,0
2022-11-30,91218.05,54601.72,2
2022-12-01,93026.1,37519.85,3
2022-12-02,93556.79,309.41,5
2022-12-05,94355.74,1593.65,5
2022-12-06,94628.07,1186.6,5
2022-12-07,93888.78,958.51,5
2022-12-08,93211.28,0.0,5
2022-12-09,94302.88,-0.0,5
2022-12-12,92047.2,0.0,5
2022-12-13,92745.88,19600.86,4
2022-12-14,93332.5,18296.97,4
2022-12-15,91713.53,0.0,5
2022-12-16,93908.44,0.0,5
2022-12-19,91901.91,0.0,5
2022-12-20,89277.29,35556.8,3
2022-12-21,89434.72,18256.78,4
2022-12-22,90692.73,18256.78,4
2022-12-23,90256.91,18256.78,4
2022-12-26,91242.77,73352.25,1
2022-12-27,91628.45,91628.45,0
2022-12-28,91770.48,54977.07,2
2022-12-29,91462.08,18268.88,4
2022-12-30,91816.3,0.0,5
2023-01-03,89368.52,0.0,5
2023-01-04,90656.36,1167.41,5
2023-01-05,93437.18,1995.9,5
2023-01-06,93237.0,1685.89,5
2023-01-09,94460.52,2751.33,5
2023-01-10,94704.33,1322.02,5
2023-01-11,93924.88,288.99,5
2023-01-12,92819.01,345.89,5
2023-01-13,94497.68,199.44,5
2023-01-16,94175.91,801.92,5
2023-01-17,93454.63,0.0,5
2023-01-18,93533.79,0.0,5
2023-01-19,94333.62,423.03,5
2023-01-20,94757.47,2036.13,5
2023-01-30,95022.95,19810.72,4
2023-01-31,91564.7,36745.91,3
2023-02-01,91955.17,17374.35,4
2023-02-02,92403.24,0.0,5
2023-02-03,93970.71,1650.94,5
2023-02-06,93664.61,1112.82,5
2023-02-07,93227.05,1609.46,5
2023-02-08,92852.79,18758.96,4
2023-02-09,94964.0,0.0,5
2023-02-10,94828.47,1072.1,5
2023-02-13,97108.46,20854.63,4
2023-02-14,97191.58,620.42,5
2023-02-15,96917.25,621.18,5
2023-02-16,94154.07,17994.05,4
2023-02-17,94299.66,18183.27,4
2023-02-20,97380.37,0.0,5
2023-02-21,100537.06,21296.32,4
2023-02-22,101143.23,1268.49,5
2023-02-23,100395.0,0.0,5
2023-02-24,99780.99,0.0,5
2023-02-27,98299.97,19436.38,4
2023-02-28,98472.06,459.73,5
2023-03-01,98736.38,459.73,5
2023-03-02,98966.65,0.0,5
2023-03-03,96743.7,402.72,5
2023-03-06,96070.34,16.05,5
2023-03-07,93211.72,0.0,5
2023-03-08,92667.56,37094.24,3
2023-03-09,94643.86,37094.24,3
2023-03-10,93883.98,37094.24,3
2023-03-13,94837.14,75544.75,1
2023-03-14,94826.04,94826.04,0
2023-03-15,94826.04,94826.04,0
2023-03-16,94826.04,94826.04,0
2023-03-17,94826.04,94826.04,0
2023-03-20,94826.04,94826.04,0
2023-03-21,94826.04,94826.04,0
2023-03-22,94826.04,94826.04,0
2023-03-23,94826.04,94826.04,0
2023-03-24,94826.04,94826.04,0
2023-03-27,94826.04,94826.04,0
2023-03-28,94826.04,94826.04,0
2023-03-29,94826.04,94826.04,0
2023-03-30,94826.04,94826.04,0
2023-03-31,94826.04,94826.04,0
2023-04-03,94826.04,94826.04,0
2023-04-04,95554.94,56895.63,2
2023-04-06,95978.94,38982.31,3
2023-04-07,95967.35,18776.21,4
2023-04-10,94359.02,0.0,5
2023-04-11,94873.65,0.0,5
2023-04-12,95426.67,0.0,5
2023-04-13,95642.57,682.48,5
2023-04-14,94629.86,682.48,5
2023-04-17,96192.38,1379.53,5
2023-04-18,96146.36,18903.41,4
2023-04-19,98101.01,39100.58,3
2023-04-20,99362.94,0.0,5
2023-04-21,97561.54,1424.94,5
2023-04-24,96837.85,38562.86,3
2023-04-25,96492.06,57295.84,2
2023-04-26,96370.41,96370.41,0
2023-04-27,96370.41,96370.41,0
2023-04-28,96370.41,96370.41,0
2023-05-04,96370.41,96370.41,0
2023-05-05,96370.41,96370.41,0
2023-05-08,96370.41,96370.41,0
2023-05-09,95783.44,57822.24,2
2023-05-10,95485.58,57822.24,2
2023-05-11,95037.65,95037.65,0
2023-05-12,95037.65,95037.65,0
2023-05-15,95037.65,95037.65,0
2023-05-16,95037.65,95037.65,0
2023-05-17,95037.65,95037.65,0
2023-05-18,95037.65,95037.65,0
2023-05-19,95037.65,95037.65,0
2023-05-22,95037.65,95037.65,0
2023-05-23,95037.65,95037.65,0
2023-05-24,95037.65,95037.65,0
2023-05-25,95037.65,95037.65,0
2023-05-26,95037.65,95037.65,0
2023-05-29,95037.65,95037.65,0
2023-05-30,95037.65,95037.65,0
2023-05-31,95037.65,95037.65,0
2023-06-01,95037.65,95037.65,0
2023-06-02,95037.65,95037.65,0
2023-06-05,95037.65,95037.65,0
2023-06-06,95037.65,95037.65,0
2023-06-07,95037.65,95037.65,0
2023-06-08,95037.65,95037.65,0
2023-06-09,95037.65,95037.65,0
2023-06-12,95037.65,95037.65,0
2023-06-13,95037.65,95037.65,0
2023-06-14,95037.65,95037.65,0
2023-06-15,95037.65,95037.65,0
2023-06-16,95037.65,95037.65,0
2023-06-19,95037.65,95037.65,0
2023-06-20,95037.65,95037.65,0
2023-06-21,95037.65,95037.65,0
2023-06-26,95037.65,95037.65,0
2023-06-27,95037.65,95037.65,0
2023-06-28,95037.65,95037.65,0
2023-06-29,95037.65,95037.65,0
2023-06-30,95037.65,95037.65,0
2023-07-03,95037.65,95037.65,0
2023-07-04,95037.65,95037.65,0
2023-07-05,95037.65,95037.65,0
2023-07-06,95037.65,95037.65,0
2023-07-07,95037.65,95037.65,0
2023-07-10,95037.65,95037.65,0
2023-07-11,95037.65,95037.65,0
2023-07-12,95037.65,95037.65,0
2023-07-13,95037.65,95037.65,0
2023-07-14,94857.37,57022.59,2
2023-07-17,94807.82,19079.64,4
