baseline_date,regime,engine,ticker,name_cn,score,planned_entry_price,max_entry_price,stop_loss,target_1,holding_period,input_mode,bundle_id,bundle_composite_sha256,pit_grade
2021-10-20,choppy,alpha_rs_pullback,300476.SZ,,97.97,27.01,27.55,25.14,30.59,5,live,,,
2021-10-20,choppy,alpha_rs_pullback,603707.SH,,97.24,26.48,27.01,25.12,29.09,5,live,,,
2021-10-21,choppy,alpha_rs_pullback,603707.SH,,98.9,26.29,26.82,24.89,28.92,5,live,,,
2021-10-21,choppy,alpha_rs_pullback,002505.SZ,,98.56,3.27,3.34,3.05,3.6,5,live,,,
2021-10-22,choppy,alpha_rs_pullback,000537.SZ,,98.39,15.46,15.77,13.94,17.01,5,live,,,
2021-10-22,choppy,alpha_rs_pullback,002013.SZ,,97.67,14.08,14.36,13.38,15.41,5,live,,,
2021-10-25,choppy,alpha_rs_pullback,002368.SZ,,98.6,27.89,28.45,26.13,30.68,5,live,,,
2021-10-25,choppy,alpha_rs_pullback,603129.SH,,98.54,147.19,150.13,135.49,161.91,5,live,,,
2021-10-26,bull,alpha_rs_pullback,601615.SH,,99.0,25.46,25.97,23.74,28.01,5,live,,,
2021-10-26,bull,alpha_rs_pullback,002597.SZ,,98.6,41.64,42.47,39.41,45.8,5,live,,,
2021-10-29,choppy,alpha_rs_pullback,002472.SZ,,98.66,25.57,26.08,23.85,28.13,5,live,,,
2021-10-29,choppy,alpha_rs_pullback,600406.SH,,97.08,24.45,24.94,23.16,26.9,5,live,,,
2021-11-11,bull,alpha_rs_pullback,601689.SH,,98.91,36.14,36.86,33.96,39.75,5,live,,,
2021-11-11,bull,alpha_rs_pullback,002074.SZ,,98.86,58.29,59.46,54.9,64.12,5,live,,,
2021-11-22,choppy,alpha_rs_pullback,688599.SH,,98.77,77.51,79.06,71.88,88.26,5,live,,,
2021-11-22,choppy,alpha_rs_pullback,600487.SH,,98.03,16.45,16.78,15.63,18.02,5,live,,,
2021-11-23,choppy,alpha_rs_pullback,002938.SZ,,98.89,36.64,37.37,34.9,39.97,5,live,,,
2021-11-23,choppy,alpha_rs_pullback,688006.SH,,98.85,82.78,84.44,78.35,91.23,5,live,,,
2021-11-24,choppy,alpha_rs_pullback,603290.SH,,98.88,331.26,337.89,313.03,364.39,5,live,,,
2021-11-24,choppy,alpha_rs_pullback,002938.SZ,,98.62,36.57,37.3,34.8,39.95,5,live,,,
2021-11-25,choppy,alpha_rs_pullback,000596.SZ,,98.9,228.98,233.56,218.2,249.55,5,live,,,
2021-11-25,choppy,alpha_rs_pullback,002241.SZ,,98.83,50.4,51.41,47.87,55.23,5,live,,,
2021-12-03,choppy,alpha_rs_pullback,300496.SZ,,98.96,153.07,156.13,144.99,168.49,5,live,,,
2021-12-03,choppy,alpha_rs_pullback,300638.SZ,,98.83,30.13,30.73,28.78,32.7,5,live,,,
2021-12-06,choppy,alpha_rs_pullback,603198.SH,,98.94,59.55,60.74,56.56,65.26,5,live,,,
2021-12-06,choppy,alpha_rs_pullback,600039.SH,,98.38,6.95,7.09,6.52,7.65,5,live,,,
2021-12-07,choppy,alpha_rs_pullback,002180.SZ,,98.84,44.96,45.86,42.64,49.39,5,live,,,
2021-12-07,choppy,alpha_rs_pullback,000967.SZ,,98.72,7.25,7.4,6.83,7.98,5,live,,,
2021-12-08,choppy,alpha_rs_pullback,000967.SZ,,98.57,7.27,7.42,6.86,8.0,5,live,,,
