Ticker,Last,RVOL,ATR%,RSI14,Dist_to_52W_High%,$ADV20,MA20,MA50,Above_MA20,Above_MA50,Ret20d%,Ret5d%,Setup,Score,Is_Leveraged_ETF
MVBF,17.56,2.1,5.19,31.6,14.55,52973183.0,18.41,18.39,0,0,-5.69,-1.46,Reversal,22.23,False
VRTS,17.56,2.1,5.19,31.6,14.55,52973183.0,18.41,18.39,0,0,-5.69,-1.46,Reversal,22.23,False
SLVM,25.06,1.58,3.45,20.5,34.52,186930864.0,27.49,27.29,0,0,-11.85,-6.7,Reversal,20.76,False
TRDA,25.06,1.58,3.45,20.5,34.52,186930864.0,27.49,27.29,0,0,-11.85,-6.7,Reversal,20.76,False
TRUP,130.35,1.82,3.43,2.8,32.35,1521523687.0,152.03,157.57,0,0,-18.09,-11.96,Reversal,20.36,False
