Ticker,Last,RVOL,ATR%,RSI14,Dist_to_52W_High%,$ADV20,MA20,MA50,Above_MA20,Above_MA50,Ret20d%,Ret5d%,Setup,Score,Is_Leveraged_ETF
CF,111.04,2.72,5.5,72.7,8.83,392578582.0,100.03,91.55,1,1,19.86,6.46,Breakout,22.38,False
DOW,34.31,2.06,4.48,66.3,4.03,443677273.0,31.84,28.92,1,1,7.96,12.12,Breakout,20.08,False
