as_of_date,ticker,listed_on_or_before,delisted_after,source_file,source_sha256
2024-04-30,688072.SH,2022-04-20,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688088.SH,2019-07-22,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688099.SH,2019-08-08,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688100.SH,2020-01-21,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688111.SH,2019-11-18,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688114.SH,2022-09-09,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688120.SH,2022-06-08,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688122.SH,2019-07-22,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688126.SH,2020-04-20,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688166.SH,2019-11-08,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688169.SH,2020-02-21,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688177.SH,2020-02-21,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688180.SH,2020-07-15,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688187.SH,2021-09-07,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688188.SH,2019-08-08,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688198.SH,2019-12-09,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688200.SH,2020-02-18,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688208.SH,2020-02-13,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688213.SH,2022-05-20,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688223.SH,2022-01-26,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688234.SH,2022-01-12,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688235.SH,2021-12-15,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688256.SH,2020-07-20,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688266.SH,2020-01-23,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688271.SH,2022-08-22,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688278.SH,2020-01-17,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688289.SH,2020-08-28,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688301.SH,2020-09-18,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688303.SH,2021-07-22,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688318.SH,2020-04-27,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688333.SH,2019-07-22,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688363.SH,2019-11-06,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688366.SH,2019-10-30,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688375.SH,2022-07-22,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688390.SH,2020-09-04,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688396.SH,2020-02-27,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688408.SH,2020-08-28,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688475.SH,2022-12-28,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688506.SH,2023-01-06,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688516.SH,2020-05-21,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688520.SH,2020-06-22,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688521.SH,2020-08-18,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688525.SH,2022-12-30,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688536.SH,2020-09-21,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688538.SH,2021-05-28,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688561.SH,2020-07-22,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688567.SH,2020-07-17,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688568.SH,2020-07-08,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688578.SH,2020-12-02,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688599.SH,2020-06-10,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688608.SH,2020-12-16,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688617.SH,2021-01-07,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688639.SH,2021-04-22,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688676.SH,2021-03-09,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688728.SH,2021-08-18,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688777.SH,2020-11-24,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688819.SH,2021-01-18,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,688981.SH,2020-07-16,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,689009.SH,2020-10-29,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-04-30,920185.BJ,2020-07-27,,sources/daily_basic_20240430.csv,87c2e64d3d7ce78805faf2e084eac9d5b9fa03e4e1659d97607cf70f8515fca5
2024-05-31,000001.SZ,1991-04-03,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000002.SZ,1991-01-29,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000009.SZ,1991-06-25,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000021.SZ,1994-02-02,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000027.SZ,1993-09-03,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000028.SZ,1993-08-09,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000034.SZ,1994-05-09,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000035.SZ,1994-04-08,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000039.SZ,1994-04-08,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000050.SZ,1995-03-15,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000060.SZ,1997-01-23,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000063.SZ,1997-11-18,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000066.SZ,1997-06-26,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000069.SZ,1997-09-10,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000089.SZ,1998-04-20,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000099.SZ,2000-07-31,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000100.SZ,2004-01-30,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000155.SZ,2000-09-26,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000157.SZ,2000-10-12,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000166.SZ,2015-01-26,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000301.SZ,2000-05-29,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000333.SZ,2013-09-18,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000338.SZ,2007-04-30,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000400.SZ,1997-04-18,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000403.SZ,1996-06-28,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000408.SZ,1996-06-28,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000410.SZ,1996-07-18,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000415.SZ,1996-07-16,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000422.SZ,1996-08-15,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000423.SZ,1996-07-29,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000425.SZ,1996-08-28,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000426.SZ,1996-08-28,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000429.SZ,1998-02-20,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000513.SZ,1993-10-28,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000516.SZ,1993-08-09,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000519.SZ,1993-10-08,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000528.SZ,1993-11-18,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000537.SZ,1993-12-10,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000538.SZ,1993-12-15,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000539.SZ,1993-11-26,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000543.SZ,1993-12-20,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000550.SZ,1993-12-01,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000553.SZ,1993-12-03,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000559.SZ,1994-01-10,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000563.SZ,1994-01-10,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000564.SZ,1994-01-10,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000567.SZ,1994-05-25,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000568.SZ,1994-05-09,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000581.SZ,1998-09-24,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000591.SZ,1996-02-08,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000596.SZ,1996-09-27,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000598.SZ,1996-05-29,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000617.SZ,1996-10-22,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000623.SZ,1996-10-28,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000625.SZ,1997-06-10,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000629.SZ,1996-11-15,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000630.SZ,1996-11-20,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000636.SZ,1996-11-29,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000651.SZ,1996-11-18,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000657.SZ,1996-12-05,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000661.SZ,1996-12-18,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000682.SZ,1997-01-21,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000683.SZ,1997-01-31,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000686.SZ,1997-02-27,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000688.SZ,1997-01-20,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000703.SZ,1997-03-28,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000708.SZ,1997-03-26,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000709.SZ,1997-04-16,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000723.SZ,1997-05-15,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000725.SZ,2001-01-12,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000728.SZ,1997-06-16,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000729.SZ,1997-07-16,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000733.SZ,1997-07-03,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000738.SZ,1997-06-26,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000739.SZ,1997-05-09,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000750.SZ,1997-07-09,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000766.SZ,1997-04-30,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000768.SZ,1997-06-26,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000776.SZ,1997-06-11,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000778.SZ,1997-06-06,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000783.SZ,1997-07-31,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000785.SZ,1997-07-11,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000786.SZ,1997-06-06,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000792.SZ,1997-09-04,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000799.SZ,1997-07-18,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000800.SZ,1997-06-18,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000807.SZ,1998-04-08,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000818.SZ,1997-10-17,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000825.SZ,1998-10-21,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000830.SZ,1998-08-07,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000831.SZ,1998-09-11,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000858.SZ,1998-04-27,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000860.SZ,1998-11-04,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000875.SZ,2002-09-26,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000876.SZ,1998-03-11,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000878.SZ,1998-06-02,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000883.SZ,1998-05-19,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000887.SZ,1998-12-03,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000893.SZ,1998-12-24,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000895.SZ,1998-12-10,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000898.SZ,1997-12-25,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000902.SZ,1999-04-08,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000921.SZ,1999-07-13,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000923.SZ,1999-07-14,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000927.SZ,1999-07-27,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000932.SZ,1999-08-03,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000933.SZ,1999-08-31,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000937.SZ,1999-09-09,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000938.SZ,1999-11-04,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
2024-05-31,000951.SZ,1999-11-25,,sources/daily_basic_20240531.csv,a16f94d627d3c26bed948fc98bbaa5092857977fc89e0064786e206ceb1d9fe2
