as_of_date,ticker,listed_on_or_before,delisted_after,source_file,source_sha256
2021-08-31,002926.SZ,2018-02-05,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,002938.SZ,2018-09-18,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,002939.SZ,2018-10-26,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,002985.SZ,2020-04-29,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,003816.SZ,2019-08-26,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300001.SZ,2009-10-30,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300003.SZ,2009-10-30,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300009.SZ,2009-10-30,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300012.SZ,2009-10-30,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300014.SZ,2009-10-30,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300015.SZ,2009-10-30,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300017.SZ,2009-10-30,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300024.SZ,2009-10-30,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300033.SZ,2009-12-25,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300034.SZ,2009-12-25,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300035.SZ,2009-12-25,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300037.SZ,2010-01-08,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300054.SZ,2010-02-11,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300058.SZ,2010-02-26,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300059.SZ,2010-03-19,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300070.SZ,2010-04-21,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300072.SZ,2010-04-27,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300073.SZ,2010-04-27,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300077.SZ,2010-04-30,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300083.SZ,2010-05-20,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300087.SZ,2010-05-26,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300088.SZ,2010-05-26,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300101.SZ,2010-08-06,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300115.SZ,2010-09-02,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300118.SZ,2010-09-02,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300122.SZ,2010-09-28,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300124.SZ,2010-09-28,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300136.SZ,2010-11-05,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300142.SZ,2010-11-12,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300144.SZ,2010-12-09,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300146.SZ,2010-12-15,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300168.SZ,2011-01-25,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300171.SZ,2011-02-01,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300207.SZ,2011-04-21,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300212.SZ,2011-05-05,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300223.SZ,2011-05-31,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300236.SZ,2011-06-29,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300244.SZ,2011-07-19,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300251.SZ,2011-08-03,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300253.SZ,2011-08-18,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300257.SZ,2011-08-19,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300274.SZ,2011-11-02,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300285.SZ,2012-01-13,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300294.SZ,2012-03-08,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300296.SZ,2012-03-15,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300308.SZ,2012-04-10,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300316.SZ,2012-05-11,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300327.SZ,2012-06-13,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300339.SZ,2012-07-18,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300343.SZ,2012-08-01,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300346.SZ,2012-08-07,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300347.SZ,2012-08-17,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300357.SZ,2014-01-21,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300363.SZ,2014-01-29,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300369.SZ,2014-01-29,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300373.SZ,2014-01-23,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300376.SZ,2014-01-27,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300379.SZ,2014-01-28,2026-01-22,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300382.SZ,2014-01-29,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300383.SZ,2014-01-29,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300390.SZ,2014-07-31,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300393.SZ,2014-09-12,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300395.SZ,2014-09-10,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300408.SZ,2014-12-03,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300413.SZ,2015-01-21,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300418.SZ,2015-01-21,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300432.SZ,2015-03-19,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300433.SZ,2015-03-18,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300450.SZ,2015-05-18,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300454.SZ,2018-05-16,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300457.SZ,2015-05-14,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300458.SZ,2015-05-15,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300474.SZ,2016-03-31,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300476.SZ,2015-06-11,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300482.SZ,2015-06-30,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300487.SZ,2015-07-02,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300496.SZ,2015-12-10,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300498.SZ,2015-11-02,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300502.SZ,2016-03-03,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300529.SZ,2016-08-02,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300558.SZ,2016-11-07,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300568.SZ,2016-12-01,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300595.SZ,2017-01-17,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300601.SZ,2017-02-07,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300604.SZ,2017-04-17,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300613.SZ,2017-02-20,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300618.SZ,2017-03-06,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300623.SZ,2017-03-14,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300628.SZ,2017-03-17,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300655.SZ,2017-05-23,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300661.SZ,2017-06-06,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300671.SZ,2017-07-05,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300672.SZ,2017-07-12,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300676.SZ,2017-07-14,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300677.SZ,2017-07-21,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300682.SZ,2017-08-01,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300685.SZ,2017-08-02,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300699.SZ,2017-09-01,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300724.SZ,2018-08-10,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300725.SZ,2017-11-10,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300726.SZ,2017-11-21,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300737.SZ,2018-01-25,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300747.SZ,2018-06-25,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300748.SZ,2018-09-21,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300750.SZ,2018-06-11,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300751.SZ,2018-11-09,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300759.SZ,2019-01-28,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300760.SZ,2018-10-16,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300763.SZ,2019-03-19,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300767.SZ,2019-03-29,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300769.SZ,2019-04-15,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300775.SZ,2019-05-21,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300777.SZ,2019-05-16,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300782.SZ,2019-06-18,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300821.SZ,2020-03-12,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300850.SZ,2020-07-13,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300861.SZ,2020-08-24,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300866.SZ,2020-08-24,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300896.SZ,2020-09-28,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,300999.SZ,2020-10-15,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600000.SH,1999-11-10,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600004.SH,2003-04-28,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600006.SH,1999-07-27,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600007.SH,1999-03-12,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600008.SH,2000-04-27,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600009.SH,1998-02-18,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600010.SH,2001-03-09,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600011.SH,2001-12-06,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600015.SH,2003-09-12,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600016.SH,2000-12-19,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600018.SH,2006-10-26,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600019.SH,2000-12-12,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600021.SH,2003-10-29,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600022.SH,2004-06-29,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600023.SH,2013-12-19,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600025.SH,2017-12-15,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600026.SH,2002-05-23,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600027.SH,2005-02-03,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600028.SH,2001-08-08,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600029.SH,2003-07-25,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600030.SH,2003-01-06,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600031.SH,2003-07-03,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600036.SH,2002-04-09,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600038.SH,2000-12-18,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600039.SH,2003-03-25,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600048.SH,2006-07-31,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600050.SH,2002-10-09,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600057.SH,1997-06-04,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600060.SH,1997-04-22,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600061.SH,1997-05-19,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600063.SH,1997-05-28,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600066.SH,1997-05-08,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600068.SH,1997-05-26,2021-09-13,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600075.SH,1997-06-17,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600079.SH,1997-06-06,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600085.SH,1997-06-25,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600089.SH,1997-06-18,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600096.SH,1997-07-09,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600098.SH,1997-07-18,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600100.SH,1997-06-27,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600104.SH,1997-11-25,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600109.SH,1997-08-07,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600110.SH,1997-10-07,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600111.SH,1997-09-24,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600115.SH,1997-11-05,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600116.SH,1997-08-04,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600118.SH,1997-09-08,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600123.SH,1998-12-17,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600126.SH,1998-03-11,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600132.SH,1997-10-30,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600141.SH,1999-06-16,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600143.SH,2004-06-23,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600150.SH,1998-05-20,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
2021-08-31,600151.SH,1998-06-05,,sources/daily_basic_20210831.csv,763b6220afd04db8ec579157a15e28bbbf7acf673d95e2476d6d3c786b247795
