ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000300.SH,2020-07-13,4852.9612,4742.3738,4878.0773,4741.8743,4753.1333,99.8279,2.1003,321645446.0,541105098.721
000300.SH,2020-07-14,4806.6902,4836.1655,4860.4404,4729.9258,4852.9612,-46.271,-0.9535,297241985.0,511211048.1849
000300.SH,2020-07-15,4744.4687,4821.5155,4837.4757,4723.3608,4806.6902,-62.2215,-1.2945,272389006.0,486748347.6804
000300.SH,2020-07-16,4516.2532,4741.5295,4772.5638,4513.6537,4744.4687,-228.2155,-4.8101,284657133.0,511237962.8842
000300.SH,2020-07-17,4544.7007,4524.7717,4601.3733,4485.8214,4516.2532,28.4475,0.6299,207375563.0,372973887.0457
000300.SH,2020-07-20,4680.3046,4597.2038,4681.9431,4534.2305,4544.7007,135.6039,2.9838,246068914.0,416714222.2757
000300.SH,2020-07-21,4691.0425,4697.5026,4714.2925,4661.444,4680.3046,10.7379,0.2294,200415659.0,356069805.7626
000300.SH,2020-07-22,4714.4454,4682.6575,4790.4491,4675.3488,4691.0425,23.4029,0.4989,224199211.0,386470859.9143
000300.SH,2020-07-23,4712.4357,4668.7401,4731.4004,4607.6585,4714.4454,-2.0097,-0.0426,234314569.0,405175268.6609
000300.SH,2020-07-24,4505.5906,4679.0273,4691.698,4479.3928,4712.4357,-206.8451,-4.3893,243905203.0,437726712.2797
000300.SH,2020-07-27,4528.45,4535.0053,4558.1189,4482.4408,4505.5906,22.8594,0.5074,171420551.0,301893370.1632
000300.SH,2020-07-28,4568.2576,4567.6691,4590.2496,4537.6849,4528.45,39.8076,0.8791,162768498.0,292835785.3452
000300.SH,2020-07-29,4679.008,4559.1634,4680.558,4548.8535,4568.2576,110.7504,2.4243,186695305.0,350432649.1605
000300.SH,2020-07-30,4656.1506,4689.7632,4704.6305,4649.7677,4679.008,-22.8574,-0.4885,166967566.0,324009242.6924
000300.SH,2020-07-31,4695.0462,4652.1824,4741.8084,4621.9635,4656.1506,38.8956,0.8354,184839026.0,351119312.415
000300.SH,2020-08-03,4771.3108,4735.8985,4771.3694,4720.025,4695.0462,76.2646,1.6244,214776239.0,401914824.9283
000300.SH,2020-08-04,4775.8024,4778.4866,4807.0782,4747.7748,4771.3108,4.4916,0.0941,239974985.0,426411345.9358
000300.SH,2020-08-05,4777.1089,4761.7637,4786.7031,4711.2723,4775.8024,1.3065,0.0274,196700548.0,347407839.3991
000300.SH,2020-08-06,4762.7642,4779.2377,4791.8565,4691.1569,4777.1089,-14.3447,-0.3003,227854406.0,404323404.0069
000300.SH,2020-08-07,4707.9262,4742.2939,4749.0217,4637.8427,4762.7642,-54.838,-1.1514,213518216.0,397041212.8251
000300.SH,2020-08-10,4724.8697,4681.7553,4757.6634,4646.2885,4707.9262,16.9435,0.3599,203788832.0,371297560.0176
000300.SH,2020-08-11,4681.7837,4730.3748,4791.5337,4674.8642,4724.8697,-43.086,-0.9119,205546511.0,350828586.2411
000300.SH,2020-08-12,4647.6446,4668.8899,4681.6206,4566.2736,4681.7837,-34.1391,-0.7292,202887239.0,347298673.2017
000300.SH,2020-08-13,4635.7126,4666.4901,4671.7689,4626.1033,4647.6446,-11.932,-0.2567,152550092.0,250945872.5789
000300.SH,2020-08-14,4704.6288,4627.61,4708.0709,4617.632,4635.7126,68.9162,1.4866,147292921.0,254343934.2562
000300.SH,2020-08-17,4815.2261,4727.1204,4838.0864,4721.3589,4704.6288,110.5973,2.3508,268001556.0,416469154.934
000300.SH,2020-08-18,4812.7564,4816.5703,4825.3861,4788.8293,4815.2261,-2.4697,-0.0513,189139854.0,314395904.5355
000300.SH,2020-08-19,4740.6784,4804.6655,4809.0499,4738.0086,4812.7564,-72.078,-1.4976,192442948.0,319403284.7083
000300.SH,2020-08-20,4679.1544,4708.1253,4721.4357,4662.8032,4740.6784,-61.524,-1.2978,158368639.0,260486563.5151
000300.SH,2020-08-21,4718.8431,4717.7874,4739.4836,4684.8101,4679.1544,39.6887,0.8482,142657864.0,251775160.2338
000300.SH,2020-08-24,4755.8491,4746.4035,4769.4673,4716.6054,4718.8431,37.006,0.7842,151143512.0,272428686.4186
000300.SH,2020-08-25,4761.9507,4769.2107,4802.4122,4746.313,4755.8491,6.1016,0.1283,141701351.0,262308788.2745
000300.SH,2020-08-26,4706.1302,4761.7186,4786.4249,4689.881,4761.9507,-55.8205,-1.1722,151305180.0,277456360.643
000300.SH,2020-08-27,4731.3451,4718.062,4731.9351,4679.3623,4706.1302,25.2149,0.5358,119042850.0,223631511.4056
000300.SH,2020-08-28,4844.2652,4727.292,4850.4884,4719.3526,4731.3451,112.9201,2.3866,159399765.0,305047882.5086
000300.SH,2020-08-31,4816.2153,4870.9337,4901.2115,4816.2123,4844.2652,-28.0499,-0.579,202567029.0,357005064.6048
000300.SH,2020-09-01,4842.1223,4803.3922,4842.135,4791.7829,4816.2153,25.907,0.5379,138395402.0,262018070.5773
000300.SH,2020-09-02,4843.887,4859.0754,4863.5509,4797.5204,4842.1223,1.7647,0.0364,157989524.0,280778613.7514
000300.SH,2020-09-03,4817.0952,4841.502,4877.0117,4800.0577,4843.887,-26.7918,-0.5531,145671201.0,279411988.7923
000300.SH,2020-09-04,4770.219,4737.2368,4778.203,4726.5559,4817.0952,-46.8762,-0.9731,120032796.0,238463337.8787
000300.SH,2020-09-07,4669.3677,4759.5213,4789.3031,4655.56,4770.219,-100.8513,-2.1142,148607791.0,282316394.0678
000300.SH,2020-09-08,4694.3894,4683.8256,4707.8966,4639.0531,4669.3677,25.0217,0.5359,139199227.0,249198138.0755
000300.SH,2020-09-09,4584.5887,4634.247,4645.1972,4558.0304,4694.3894,-109.8007,-2.339,162277107.0,244905191.9341
000300.SH,2020-09-10,4581.9775,4632.0994,4647.7505,4572.2058,4584.5887,-2.6112,-0.057,150652878.0,226146354.8046
000300.SH,2020-09-11,4627.2826,4572.2572,4630.8842,4563.1061,4581.9775,45.3051,0.9888,115302424.0,198240927.3015
000300.SH,2020-09-14,4651.0507,4652.0539,4666.9862,4625.9877,4627.2826,23.7681,0.5137,107235179.0,211653411.8109
000300.SH,2020-09-15,4688.4826,4649.4472,4691.4997,4630.5374,4651.0507,37.4319,0.8048,101915925.0,194573684.1193
000300.SH,2020-09-16,4657.3584,4683.006,4690.6815,4638.4586,4688.4826,-31.1242,-0.6638,108753641.0,196120184.8509
000300.SH,2020-09-17,4632.7142,4642.0542,4664.9491,4601.639,4657.3584,-24.6442,-0.5291,105983631.0,214146647.2696
000300.SH,2020-09-18,4737.0887,4636.6422,4737.8039,4631.7045,4632.7142,104.3745,2.253,160426475.0,281885944.2293
000300.SH,2020-09-21,4691.4281,4750.7481,4752.9799,4688.7199,4737.0887,-45.6606,-0.9639,124535827.0,224137912.6952
000300.SH,2020-09-22,4635.7608,4654.2179,4706.2096,4622.1111,4691.4281,-55.6673,-1.1866,119672947.0,202909215.5346
000300.SH,2020-09-23,4652.3273,4639.6592,4665.96,4623.5528,4635.7608,16.5665,0.3574,95826528.0,190393472.2763
000300.SH,2020-09-24,4563.0657,4623.9535,4631.9482,4562.2086,4652.3273,-89.2616,-1.9186,112593683.0,193515873.7002
000300.SH,2020-09-25,4570.0216,4582.482,4599.5387,4554.7199,4563.0657,6.9559,0.1524,93015155.0,167457376.9641
000300.SH,2020-09-28,4581.9085,4582.6471,4613.6324,4571.1507,4570.0216,11.8869,0.2601,85048389.0,159314675.4071
000300.SH,2020-09-29,4591.7993,4608.2926,4616.6767,4586.3537,4581.9085,9.8908,0.2159,85993858.0,159937888.5022
000300.SH,2020-09-30,4587.3953,4607.5753,4634.7239,4563.4108,4591.7993,-4.404,-0.0959,89081200.0,165532220.8852
000300.SH,2020-10-09,4681.1412,4663.61,4695.4041,4655.0851,4587.3953,93.7459,2.0436,111337512.0,229926731.4899
000300.SH,2020-10-12,4823.1578,4705.1883,4823.2666,4704.1554,4681.1412,142.0166,3.0338,155784558.0,307848558.046
000300.SH,2020-10-13,4839.201,4812.8989,4845.9191,4795.373,4823.1578,16.0432,0.3326,116516338.0,242172567.2485
000300.SH,2020-10-14,4807.1021,4830.4575,4830.4575,4795.9069,4839.201,-32.0989,-0.6633,111906923.0,229836207.2478
