trade_date,open,close
20090105,1969.631,2020.243
20090106,2016.869,2091.892
20090107,2092.737,2104.922
20090108,2069.216,2052.3
20090109,2050.322,2107.766
20090112,2105.154,2137.841
20090113,2116.109,2081.672
20090114,2078.453,2160.064
20090115,2143.046,2181.061
20090116,2192.032,2195.634
20090119,2209.131,2192.807
20090120,2188.611,2214.839
20090121,2187.182,2217.626
20090122,2232.81,2256.367
20090123,2253.321,2238.082
20090202,2258.512,2306.769
20090203,2307.886,2369.654
20090204,2380.624,2423.887
20090205,2421.363,2384.764
20090206,2390.242,2493.74
20090209,2528.801,2579.228
20090210,2564.755,2653.213
20090211,2609.007,2658.05
20090212,2666.491,2707.922
20090213,2714.637,2805.01
20090216,2833.286,2854.444
20090217,2844.215,2738.58
20090218,2676.806,2632.908
20090219,2661.601,2687.489
20090220,2694.784,2776.955
20090223,2769.626,2871.792
20090224,2838.24,2754.24
20090225,2780.335,2771.098
20090226,2769.243,2571.276
20090227,2528.597,2416.949
20090302,2385.838,2478.808
20090303,2416.107,2499.826
20090304,2508.268,2651.405
20090305,2680.324,2671.575
20090306,2621.228,2653.469
20090309,2661.954,2536.01
20090310,2505.93,2601.417
20090311,2646.61,2587.371
20090312,2572.389,2597.232
20090313,2606.879,2569.629
20090316,2563.022,2603.058
20090317,2608.228,2699.594
20090318,2711.166,2734.547
20090319,2737.375,2797.155
20090320,2799.794,2784.106
20090323,2784.889,2843.879
20090324,2871.44,2865.333
20090325,2849.916,2785.664
20090326,2784.891,2853.411
20090327,2871.391,2877.88
20090330,2880.534,2883.214
20090331,2825.931,2914.128
20090401,2924.393,2962.839
20090402,2972.739,2965.735
20090403,2983.219,2934.253
20090407,2941.389,2968.519
20090408,2959.809,2867.168
20090409,2862.107,2915.024
20090410,2932.013,3009.376
20090413,3030.701,3050.372
20090414,3047.771,3099.429
20090415,3084.043,3143.821
20090416,3151.003,3159.26
20090417,3152.36,3119.419
20090420,3111.474,3205.884
20090421,3173.533,3205.076
20090422,3219.339,3042.638
20090423,3013.086,3059.709
20090424,3070.352,3036.761
20090427,3034.238,2916.114
20090428,2900.089,2959.952
20090429,2963.206,3040.04
20090430,3051.14,3086.217
20090504,3096.389,3190.254
20090505,3208.273,3220.615
20090506,3215.6,3264.579
20090507,3278.985,3242.626
20090508,3227.217,3257.588
20090511,3269.022,3134.573
20090512,3105.859,3212.139
20090513,3215.968,3234.151
20090514,3211.21,3246.557
20090515,3255.449,3270.738
20090518,3265.005,3295.651
20090519,3313.908,3325.531
20090520,3328.121,3306.474
20090521,3288.24,3247.475
20090522,3235.413,3254.534
20090525,3176.158,3271.501
20090526,3274.63,3274.849
20090527,3287.989,3276.748
20090601,3302.004,3332.337
20090602,3346.072,3353.922
20090603,3351.778,3380.188
20090604,3373.381,3375.873
20090605,3379.92,3355.778
20090608,3355.911,3350.238
20090609,3347.856,3366.911
20090610,3373.029,3403.208
20090611,3399.551,3382.997
20090612,3376.595,3309.587
20090615,3303.739,3356.714
20090616,3330.628,3349.35
20090617,3346.653,3403.962
20090618,3410.629,3431.281
20090619,3433.201,3434.055
20090622,3451.866,3405.13
20090623,3365.241,3392.112
20090624,3394.77,3431.444
20090625,3435.002,3427.473
20090626,3433.725,3448.461
20090629,3451.778,3476.788
20090630,3483.578,3452.263
20090701,3446.446,3503.754
20090702,3516.309,3540.509
20090703,3519.695,3584.858
20090706,3593.624,3592.64
20090707,3588.669,3589.187
20090708,3567.591,3633.433
20090709,3637.388,3701.79
20090710,3706.56,3719.97
20090713,3711.447,3754.344
20090714,3762.319,3813.876
20090715,3824.326,3848.632
20090716,3860.68,3829.207
20090717,3827.252,3852.863
20090720,3863.472,3919.426
20090721,3922.109,3824.288
20090722,3817.865,3894.563
20090723,3900.015,3933.113
20090724,3945.237,3907.967
20090727,3918.267,3972.644
20090728,3974.006,4022.91
20090729,4013.033,3764.64
20090730,3773.148,3803.124
20090731,3826.193,3928.584
20090803,3944.697,4020.266
20090804,4024.681,4069.346
20090805,4065.426,4069.338
20090806,4040.222,4015.421
20090807,4008.225,3893.125
20090810,3935.045,3933.047
20090811,3946.151,3953.293
20090812,3944.344,3770.137
20090813,3772.668,3778.14
20090814,3780.394,3609.698
20090817,3558.321,3358.103
20090818,3326.866,3424.775
20090819,3427.099,3247.526
20090820,3247.209,3374.351
20090821,3366.461,3468.042
20090824,3472.493,3541.804
20090825,3523.815,3485.924
20090826,3466.215,3595.115
20090827,3585.368,3629.513
20090828,3615.075,3531.41
20090831,3477.116,3277.997
20090901,3242.929,3245.274
20090902,3229.021,3265.074
20090903,3266.18,3427.442
20090904,3422.954,3489.063
20090907,3503.003,3527.254
20090908,3505.443,3592.806
20090909,3598.014,3613.41
20090910,3598.266,3581.683
20090911,3567.62,3641.816
20090914,3653.469,3736.576
20090915,3742.445,3775.213
20090916,3764.567,3781.064
20090917,3785.245,3868.667
20090918,3879.099,3739.732
20090921,3704.171,3804.331
20090922,3793.79,3708.199
20090923,3693.032,3595.706
20090924,3572.481,3568.669
20090925,3555.468,3536.811
20090928,3546.341,3434.655
20090929,3430.289,3372.074
20090930,3396.927,3400.623
20091009,3456.082,3576.444
20091012,3586.041,3597.863
