trade_date,open,close
20120803,2340.25,2353.737
20120806,2350.117,2385.611
20120807,2383.257,2388.873
20120808,2390.959,2389.795
20120809,2388.43,2411.7
20120810,2409.937,2399.751
20120813,2394.504,2351.931
20120814,2352.659,2357.016
20120815,2350.022,2331.615
20120816,2327.91,2319.67
20120817,2318.432,2313.476
20120820,2294.901,2301.788
20120821,2301.932,2313.703
20120822,2315.14,2295.586
20120823,2298.18,2302.199
20120824,2295.684,2275.677
20120827,2268.485,2228.204
20120828,2226.898,2238.411
20120829,2230.199,2214.814
20120830,2204.515,2211.37
20120831,2205.573,2204.868
20120903,2201.123,2228.369
20120904,2231.716,2204.407
20120905,2199.743,2199.875
20120906,2204.436,2217.823
20120907,2233.912,2317.179
20120910,2320.557,2326.666
20120911,2316.532,2311.89
20120912,2325.925,2320.071
20120913,2316.679,2298.461
20120914,2324.012,2315.542
20120917,2312.055,2258.705
20120918,2249.425,2235.239
20120919,2237.218,2246.236
20120920,2236.191,2195.951
20120921,2190.327,2199.063
20120924,2183.969,2215.516
20120925,2209.975,2210.154
20120926,2208.906,2184.891
20120927,2186.004,2251.717
20120928,2235.057,2293.106
20121008,2291.961,2270.054
20121009,2281.753,2320.157
20121010,2314.593,2324.117
20121011,2315.897,2302.533
20121012,2311.284,2304.531
20121015,2306.006,2294.857
20121016,2293.244,2298.162
20121017,2307.358,2300.803
20121018,2307.487,2336.077
20121019,2335.105,2332.47
20121022,2320.468,2341.592
20121023,2340.89,2312.077
20121024,2303.401,2307.779
20121025,2306.733,2291.239
20121026,2291.31,2247.907
20121029,2241.802,2235.854
20121030,2236.316,2239.882
20121031,2241.432,2254.82
20121101,2256.609,2297.884
20121102,2297.898,2306.774
20121105,2302.742,2301.88
20121106,2301.98,2292.206
20121107,2288.763,2287.505
20121108,2269.582,2245.405
20121109,2241.756,2240.924
20121112,2242.96,2251.848
20121113,2250.842,2212.44
20121114,2213.086,2223.11
20121115,2210.751,2193.623
20121116,2189.511,2177.24
20121119,2175.184,2174.985
20121120,2180.205,2164.881
20121121,2165.408,2194.896
20121122,2181.179,2177.546
20121123,2184.409,2192.676
20121126,2187.24,2175.599
20121127,2168.589,2150.638
20121128,2142.5,2129.161
20121129,2128.803,2115.676
20121130,2114.244,2139.661
20121203,2136.696,2108.85
20121204,2104.928,2131.473
20121205,2128.387,2207.878
20121206,2205.605,2203.602
20121207,2203.887,2246.757
20121210,2254.915,2271.046
20121211,2263.209,2258.5
20121212,2257.73,2267.767
20121213,2260.601,2242.635
20121214,2245.636,2355.865
20121217,2359.201,2366.7
20121218,2361.095,2368.12
20121219,2362.802,2371.109
20121220,2361.322,2384.816
20121221,2386.376,2372.002
20121224,2368.007,2381.217
20121225,2373.88,2448.395
20121226,2445.987,2457.619
20121227,2464.779,2444.594
20121228,2448.076,2480.049
20121231,2485.559,2522.952
20130104,2551.814,2524.409
20130107,2518.047,2535.985
20130108,2534.647,2525.33
20130109,2518.104,2526.126
20130110,2525.59,2530.569
20130111,2533.495,2483.23
20130114,2474.176,2577.725
20130115,2579.132,2595.856
20130116,2591.365,2577.092
20130117,2570.711,2552.758
20130118,2568.692,2595.439
20130121,2605.649,2610.898
20130122,2610.392,2596.898
20130123,2588.198,2607.456
