ts_code,circ_mv,list_date,delist_date
601398.SH,183875528.9516,2006-10-27,
600519.SH,180263128.1022,2001-08-27,
601288.SH,164730012.7609,2010-07-15,
601857.SH,134881090.8224,2007-11-05,
601988.SH,114867205.5911,2006-07-05,
300750.SZ,100295697.7581,2018-06-11,
601628.SH,84543531.8000,2007-01-09,
600036.SH,83856659.1039,2002-04-09,
600900.SH,69380971.2937,2003-11-18,
601088.SH,65964151.8200,2007-10-09,
600028.SH,57663829.5094,2001-08-08,
601318.SH,54728114.3791,2007-03-01,
000333.SZ,50913673.7796,2013-09-18,
000858.SZ,49373009.5370,1998-04-27,
601138.SH,42614129.2906,2018-06-08,
601166.SH,42192619.7633,2007-02-05,
601658.SH,36313215.8032,2019-12-10,
601899.SH,33384625.7105,2008-04-25,
600030.SH,32791451.7730,2003-01-06,
002594.SZ,31909458.8142,2011-06-30,
600000.SH,31260069.8916,1999-11-10,
300059.SZ,30646185.2988,2010-03-19,
002475.SZ,29016473.6889,2010-09-15,
600276.SH,28482245.1534,2000-10-18,
601328.SH,28456876.4109,2007-05-15,
300760.SZ,28177115.3376,2018-10-16,
601816.SH,27990696.2283,2020-01-16,
002415.SZ,26433759.4700,2010-05-28,
601998.SH,26423813.1790,2007-04-27,
601319.SH,25416393.7134,2018-11-16,
000651.SZ,24758838.2432,1996-11-18,
688256.SH,23878526.2716,2020-07-20,
601668.SH,23304700.2104,2009-07-29,
603288.SH,22792901.6299,2014-02-11,
000001.SZ,22258243.3046,1991-04-03,
601601.SH,22143709.1069,2007-12-25,
600309.SH,21516683.6280,2001-01-05,
601225.SH,21086625.0000,2014-01-28,
600809.SH,20983384.6184,1994-01-06,
002371.SZ,20081292.8199,2010-03-16,
601127.SH,20048397.7408,2016-06-15,
600104.SH,19863213.8476,1997-11-25,
002352.SZ,18824496.6394,2010-02-05,
688981.SH,18678645.6578,2020-07-16,
600406.SH,18455467.0240,2003-10-16,
601985.SH,18430086.0302,2015-06-10,
600919.SH,18222865.1918,2016-08-02,
601919.SH,18210013.6195,2007-06-26,
601766.SH,18099881.7477,2008-08-18,
601818.SH,17959437.6221,2010-08-18,
600887.SH,17628829.3393,1996-03-12,
600690.SH,17368749.5408,1993-11-19,
002142.SZ,17209251.9962,2007-07-19,
000568.SZ,16954915.3353,1994-05-09,
000725.SZ,16435793.8360,2001-01-12,
600025.SH,16272000.0000,2017-12-15,
000063.SZ,16101440.0926,1997-11-18,
601066.SH,15459697.0633,2018-06-20,
601633.SH,15408081.6910,2011-09-28,
600050.SH,15295988.7104,2002-10-09,
600019.SH,15269241.4090,2000-12-12,
600150.SH,15018415.7694,1998-05-20,
600016.SH,14716781.1334,2000-12-19,
688111.SH,14523305.1902,2019-11-18,
003816.SZ,14514609.8709,2019-08-26,
601728.SH,14298388.8197,2021-08-20,
002714.SZ,14179699.0886,2014-01-28,
603259.SH,13845073.3676,2018-05-08,
600018.SH,13743030.0304,2006-10-26,
300124.SZ,13728339.3946,2010-09-28,
600031.SH,13627387.4976,2003-07-03,
