ts_code,circ_mv,list_date,delist_date
600519.SH,216819740.2800,2001-08-27,
601398.SH,128874637.5936,2006-10-27,
601288.SH,116204892.7228,2010-07-15,
601857.SH,114316986.9395,2007-11-05,
601988.SH,84095440.4236,2006-07-05,
300750.SZ,63587365.2129,2018-06-11,
601628.SH,59034707.5500,2007-01-09,
600036.SH,57389723.4015,2002-04-09,
600900.SH,54957053.2092,2003-11-18,
000858.SZ,54461690.0011,1998-04-27,
600028.SH,52994359.8437,2001-08-08,
601088.SH,51699403.9889,2007-10-09,
601318.SH,43373510.5109,2007-03-01,
000333.SZ,37645722.9376,2013-09-18,
300760.SZ,35233518.5761,2018-10-16,
601166.SH,33675124.3947,2007-02-05,
002415.SZ,31624480.2718,2010-05-28,
601138.SH,29985649.3868,2018-06-08,
601658.SH,29198241.9120,2019-12-10,
600276.SH,28830542.7207,2000-10-18,
600809.SH,28148234.4942,1994-01-06,
000568.SZ,26276403.1276,1994-05-09,
601899.SH,25575497.3471,2008-04-25,
002475.SZ,24582896.6789,2010-09-15,
601816.SH,24160390.4286,2020-01-16,
600309.SH,24119533.5809,2001-01-05,
600030.SH,23153933.9738,2003-01-06,
002594.SZ,23062339.1592,2011-06-30,
601328.SH,22529995.9446,2007-05-15,
603288.SH,21102479.0645,2014-02-11,
601225.SH,20252855.0000,2014-01-28,
601668.SH,19875107.8036,2009-07-29,
002352.SZ,19638919.9035,2010-02-05,
600000.SH,19431140.7742,1999-11-10,
300059.SZ,18856746.6890,2010-03-19,
603259.SH,18670449.1085,2018-05-08,
000001.SZ,18221808.5861,1991-04-03,
601998.SH,18030807.8748,2007-04-27,
000651.SZ,17961391.1551,1996-11-18,
600406.SH,17786656.4293,2003-10-16,
601012.SH,17353701.0248,2012-04-11,
601319.SH,17180914.1862,2018-11-16,
600887.SH,16866126.8753,1996-03-12,
002304.SZ,16508816.2971,2009-11-06,
601888.SH,16340267.8277,2009-10-15,
601601.SH,16277508.5800,2007-12-25,
600104.SH,15807723.2268,1997-11-25,
601633.SH,15551969.6113,2011-09-28,
600025.SH,15534000.0000,2017-12-15,
002714.SZ,14973429.2939,2014-01-28,
300124.SZ,14714272.3346,2010-09-28,
688111.SH,14599691.5997,2019-11-18,
600436.SH,14599673.1648,2003-06-16,
000725.SZ,14336667.4780,2001-01-12,
601985.SH,14162463.6503,2015-06-10,
000625.SZ,13738994.4868,1997-06-10,
600050.SH,13562955.7127,2002-10-09,
601818.SH,13457976.5127,2010-08-18,
600016.SH,13262834.0817,2000-12-19,
600690.SH,13247960.5734,1993-11-19,
600150.SH,13166830.2636,1998-05-20,
002142.SZ,13119286.4076,2007-07-19,
002371.SZ,12986965.2918,2010-03-16,
600019.SH,12961745.9575,2000-12-12,
603501.SH,12956250.4593,2017-05-04,
601766.SH,12796421.7732,2008-08-18,
300015.SZ,12506426.4910,2009-10-30,
003816.SZ,12233180.6771,2019-08-26,
600919.SH,12222444.3726,2016-08-02,
601919.SH,12221919.4724,2007-06-26,
600048.SH,11850738.9838,2006-07-31,
600031.SH,11655225.2075,2003-07-03,
600760.SH,11577299.8772,1996-10-11,
601390.SH,11566490.3127,2007-12-03,
601127.SH,11486325.6836,2016-06-15,
600018.SH,11355100.5785,2006-10-26,
600438.SH,11268430.0039,2004-03-02,
688036.SH,11162862.3680,2019-09-30,
601995.SH,11124078.9842,2020-11-02,
601211.SH,11089496.4411,2015-06-26,
601006.SH,11082774.9637,2006-08-01,
