ts_code,circ_mv,list_date,delist_date
600519.SH,195715617.2400,2001-08-27,
601398.SH,124560842.1930,2006-10-27,
600036.SH,100999311.9244,2002-04-09,
300750.SZ,100445803.8531,2018-06-11,
601288.SH,88588223.3173,2010-07-15,
601857.SH,79989506.4421,2007-11-05,
000858.SZ,78286138.6034,1998-04-27,
601988.SH,63861950.9983,2006-07-05,
601628.SH,60055060.5200,2007-01-09,
601318.SH,54054995.8450,2007-03-01,
601012.SH,48423202.7119,2012-04-11,
000333.SZ,45023144.8722,2013-09-18,
601888.SH,44573064.1940,2009-10-15,
600900.SH,43982755.7508,2003-11-18,
002415.SZ,41854605.3202,2010-05-28,
600028.SH,40707610.4656,2001-08-08,
601633.SH,40188999.0837,2011-09-28,
603288.SH,40011048.4627,2014-02-11,
601166.SH,36288213.5194,2007-02-05,
000001.SZ,34542242.9655,1991-04-03,
603259.SH,33817578.7773,2018-05-08,
600809.SH,33728436.8261,1994-01-06,
601088.SH,32982075.9100,2007-10-09,
002594.SZ,31995113.1095,2011-06-30,
600276.SH,28781179.3441,2000-10-18,
600438.SH,27459443.9224,2004-03-02,
600000.SH,26563705.3285,1999-11-10,
300059.SZ,26411372.5825,2010-03-19,
002352.SZ,25949267.5988,2010-02-05,
600030.SH,25204051.2456,2003-01-06,
000568.SZ,24892089.4350,1994-05-09,
000651.SZ,24530264.1633,1996-11-18,
002812.SZ,24319504.0294,2016-09-14,
002475.SZ,23787189.2848,2010-09-15,
601919.SH,23498464.7631,2007-06-26,
601899.SH,22769591.3020,2008-04-25,
600019.SH,22634388.1523,2000-12-12,
600104.SH,22572447.3572,1997-11-25,
600031.SH,22271495.4135,2003-07-03,
000792.SZ,21612435.7204,1997-09-04,
600111.SH,21082681.9980,1997-09-24,
600436.SH,20938123.7731,2003-06-16,
002304.SZ,20924766.2763,2009-11-06,
603260.SH,20254234.0000,2017-10-30,
600887.SH,20168736.3329,1996-03-12,
002466.SZ,20080010.4791,2010-08-31,
000725.SZ,19518786.0432,2001-01-12,
601668.SH,19509399.7651,2009-07-29,
600406.SH,19296907.4893,2003-10-16,
000002.SZ,19240755.4647,1991-01-29,
002142.SZ,19148271.5441,2007-07-19,
603501.SH,19014957.9606,2017-05-04,
002460.SZ,18907955.6820,2010-08-10,
300015.SZ,18815818.5969,2009-10-30,
300014.SZ,18725739.2988,2009-10-30,
600346.SH,18442441.4393,2001-08-20,
601601.SH,18002459.0267,2007-12-25,
002493.SZ,17723792.8125,2010-11-02,
601328.SH,17348881.8946,2007-05-15,
300274.SZ,17229452.6961,2011-11-02,
600690.SH,17070943.4817,1993-11-19,
603799.SH,16976087.3560,2015-01-29,
601766.SH,16421263.6824,2008-08-18,
300760.SZ,16371603.8592,2018-10-16,
002129.SZ,16368873.0660,2007-04-20,
002371.SZ,16348996.2187,2010-03-16,
300122.SZ,16317789.7425,2010-09-28,
600760.SH,16061976.0554,1996-10-11,
600585.SH,15982811.5057,2002-02-07,
601998.SH,15630179.4783,2007-04-27,
600309.SH,15191481.0014,2001-01-05,
002714.SZ,15020416.4215,2014-01-28,
600703.SH,14808760.9136,1996-05-28,
300124.SZ,14740462.8720,2010-09-28,
603806.SH,14456776.9696,2014-09-05,
600893.SH,14352212.3884,1996-04-08,
600016.SH,14078462.9156,2000-12-19,
002241.SZ,13856015.2073,2008-05-22,
601818.SH,13853315.6380,2010-08-18,
603993.SH,13776696.7695,2012-10-09,
600048.SH,13633952.5370,2006-07-31,
002049.SZ,13574517.9442,2005-06-06,
601877.SH,13534083.5035,2010-01-21,
600999.SH,13478361.5740,2009-11-17,
601225.SH,13291845.0000,2014-01-28,
601238.SH,13222192.3070,2012-03-29,
601211.SH,13209216.1587,2015-06-26,
601816.SH,12981130.1920,2020-01-16,
600018.SH,12954084.1294,2006-10-26,
000063.SZ,12887050.5104,1997-11-18,
600050.SH,12886614.9248,2002-10-09,
600196.SH,12729364.4249,1998-08-07,
601100.SH,12398309.2800,2011-10-28,
000625.SZ,12061780.2222,1997-06-10,
601688.SH,11977246.5322,2010-02-26,
600010.SH,11910631.5567,2001-03-09,
300142.SZ,11771238.7804,2010-11-12,
300433.SZ,11706507.1698,2015-03-18,
601390.SH,11464672.6163,2007-12-03,
000776.SZ,11240734.4901,1997-06-11,
600745.SH,11164324.1213,1996-08-28,
600588.SH,10891124.7536,2001-05-18,
002230.SZ,10890175.5584,2008-05-12,
300450.SZ,10811393.0938,2015-05-18,
600837.SH,10781483.8079,1994-02-24,2025-03-04
002736.SZ,10769084.7457,2014-12-29,
002179.SZ,10706565.2540,2007-11-01,
601066.SH,10664190.9264,2018-06-20,
002311.SZ,10650322.3125,2009-11-27,
603659.SH,10593152.5995,2017-11-03,
000166.SZ,10591688.4385,2015-01-26,
002027.SZ,10553395.9213,2004-08-04,
600025.SH,10422000.0000,2017-12-15,
688981.SH,10419811.7358,2020-07-16,
601600.SH,10201391.4467,2007-04-30,
601229.SH,9880479.4781,2016-11-16,
600660.SH,9594304.5303,1993-06-10,
000661.SZ,9453100.5450,1996-12-18,
600919.SH,9439152.6362,2016-08-02,
603986.SH,9416192.7041,2016-08-18,
603833.SH,9411397.5966,2017-03-28,
300316.SZ,9379312.9280,2012-05-11,
601985.SH,9320525.3665,2015-06-10,
000100.SZ,9202843.9456,2004-01-30,
601169.SH,9176055.1740,2007-09-19,
600089.SH,9111209.2714,1997-06-18,
601006.SH,9024192.7487,2006-08-01,
002709.SZ,9016741.5339,2014-01-23,
601618.SH,8944162.2042,2009-09-21,
002050.SZ,8925267.7451,2005-06-07,
601186.SH,8776976.3165,2008-03-10,
600958.SH,8587653.9771,2015-03-23,
601800.SH,8575481.8603,2012-03-09,
000338.SZ,8512569.1407,2007-04-30,
601360.SH,8502982.2044,2012-01-16,
601336.SH,8471054.5991,2011-12-16,
002271.SZ,8423467.0203,2008-09-10,
000768.SZ,8369599.3125,1997-06-26,
603486.SH,8216693.6600,2018-05-28,
002821.SZ,8161330.1742,2016-11-18,
000596.SZ,8132320.0000,1996-09-27,
