ts_code,circ_mv,list_date,delist_date
601288.SH,224109435.9655,2010-07-15,
601398.SH,200321873.9165,2006-10-27,
600519.SH,185917274.4000,2001-08-27,
601857.SH,141196051.8573,2007-11-05,
300750.SZ,130191747.2029,2018-06-11,
601988.SH,116342564.1950,2006-07-05,
601138.SH,106896594.0344,2018-06-08,
600036.SH,88477542.6560,2002-04-09,
601628.SH,87625414.2400,2007-01-09,
600900.SH,67436383.5169,2003-11-18,
601318.SH,64446794.2777,2007-03-01,
688256.SH,62438352.5818,2020-07-20,
601088.SH,61791919.2174,2007-10-09,
601728.SH,59076223.5399,2021-08-20,
600028.SH,54154681.9899,2001-08-08,
000333.SZ,51046155.0054,2013-09-18,
000858.SZ,50276350.7639,1998-04-27,
601899.SH,47516961.6887,2008-04-25,
601166.SH,47425915.7382,2007-02-05,
688041.SH,45213024.5461,2022-08-12,
600276.SH,42248132.0607,2000-10-18,
600000.SH,41567447.3049,1999-11-10,
601658.SH,40541926.7008,2019-12-10,
002594.SZ,39775480.2331,2011-06-30,
300308.SZ,39236423.1071,2012-04-10,
300059.SZ,38671131.9491,2010-03-19,
600030.SH,38331782.4662,2003-01-06,
002475.SZ,33284332.0628,2010-09-15,
601998.SH,32202769.4367,2007-04-27,
601319.SH,31876985.4115,2018-11-16,
300502.SZ,31529097.8548,2016-03-03,
300760.SZ,29435996.0237,2018-10-16,
601328.SH,28535378.1389,2007-05-15,
002415.SZ,28410708.0982,2010-05-28,
601211.SH,28296903.9396,2015-06-26,
601601.SH,27592362.1051,2007-12-25,
002371.SZ,26858148.1348,2010-03-16,
601816.SH,26126312.7836,2020-01-16,
603259.SH,25548984.9412,2018-05-08,
600809.SH,24645717.2128,1994-01-06,
000651.SZ,23494562.6728,1996-11-18,
000001.SZ,23383748.7869,1991-04-03,
601668.SH,23098098.2582,2009-07-29,
603288.SH,23043128.6543,2014-02-11,
300476.SZ,22858705.2971,2015-06-11,
688981.SH,22818409.3644,2020-07-16,
600104.SH,21599626.4300,1997-11-25,
603993.SH,21581600.9295,2012-10-09,
600309.SH,21475035.3544,2001-01-05,
002352.SZ,21268848.2313,2010-02-05,
002714.SZ,20943025.4209,2014-01-28,
601127.SH,20670428.0044,2016-06-15,
600111.SH,20537189.0484,1997-09-24,
000568.SZ,20158165.5208,1994-05-09,
600919.SH,19874484.3934,2016-08-02,
601225.SH,19758410.0000,2014-01-28,
601919.SH,19267981.0452,2007-06-26,
601766.SH,18659421.1028,2008-08-18,
002142.SZ,18624882.1469,2007-07-19,
601066.SH,18421723.0553,2018-06-20,
000063.SZ,18300324.1899,1997-11-18,
600887.SH,17981757.2129,1996-03-12,
600031.SH,17821642.2478,2003-07-03,
300124.SZ,17718539.9396,2010-09-28,
601818.SH,17541776.2821,2010-08-18,
600050.SH,17537090.8924,2002-10-09,
600760.SH,17442736.4849,1996-10-11,
600406.SH,17392006.3487,2003-10-16,
603501.SH,17273689.6090,2017-05-04,
601985.SH,16825006.8165,2015-06-10,
600150.SH,16717938.6974,1998-05-20,
600690.SH,16424319.8755,1993-11-19,
600025.SH,16416000.0000,2017-12-15,
600016.SH,16312576.6780,2000-12-19,
605499.SH,16065281.6220,2021-05-27,
601633.SH,16050890.4744,2011-09-28,
000617.SZ,16030156.2722,1996-10-22,
300274.SZ,15876428.2672,2011-11-02,
601688.SH,15841051.5738,2010-02-26,
000725.SZ,15526659.2350,2001-01-12,
688111.SH,15493347.3509,2019-11-18,
300433.SZ,15449378.0906,2015-03-18,
300394.SZ,15402997.4193,2015-02-17,
003816.SZ,15104634.6624,2019-08-26,
600019.SH,15094984.7311,2000-12-12,
002736.SZ,14255232.7661,2014-12-29,
601336.SH,14231038.0562,2011-12-16,
600999.SH,14086966.0063,2009-11-17,
688008.SH,14073909.8457,2019-07-22,
002938.SZ,13794554.8829,2018-09-18,
601009.SH,13748286.7764,2007-07-19,
601229.SH,13555359.5189,2016-11-16,
601888.SH,13528703.0444,2009-10-15,
688012.SH,13410154.0400,2019-07-22,
601881.SH,13407566.0202,2017-01-23,
002463.SZ,13224398.1988,2010-08-18,
002916.SZ,13167408.5136,2017-12-13,
600660.SH,13151608.2559,1993-06-10,
600018.SH,13093021.8533,2006-10-26,
601012.SH,13011515.6016,2012-04-11,
603019.SH,12944955.7464,2014-11-06,
000776.SZ,12918059.8925,1997-06-11,
600183.SH,12750720.7218,1998-10-28,
600989.SH,12723379.6000,2019-05-16,
601006.SH,12712869.1388,2006-08-01,
601169.SH,12685790.5632,2007-09-19,
600436.SH,12622602.6676,2003-06-16,
600346.SH,12395854.7231,2001-08-20,
600415.SH,12336436.1835,2002-05-09,
000166.SZ,12304386.9945,2015-01-26,
600905.SH,12149751.3104,2021-06-10,
600547.SH,12057783.0056,2003-08-28,
002027.SZ,12001467.9723,2004-08-04,
601100.SH,11989621.3105,2011-10-28,
600418.SH,11891933.3120,2001-08-24,
002050.SZ,11745623.4232,2005-06-07,
002625.SZ,11707991.7249,2011-11-03,
688271.SH,11686560.2698,2022-08-22,
002230.SZ,11678824.4978,2008-05-12,
600015.SH,11648128.5551,2003-09-12,
601390.SH,11629719.3105,2007-12-03,
600926.SH,11504167.0437,2016-10-27,
300033.SZ,11382237.5734,2009-12-25,
002241.SZ,11325620.4953,2008-05-22,
601995.SH,11270256.1062,2020-11-02,
601727.SH,11190072.3571,2008-12-05,
002304.SZ,11133872.7919,2009-11-06,
601689.SH,10880588.5664,2015-03-19,
300498.SZ,10846163.7983,2015-11-02,
601800.SH,10789048.4981,2012-03-09,
600893.SH,10759108.6480,1996-04-08,
000792.SZ,10731253.7589,1997-09-04,
002600.SZ,10722115.3136,2011-07-15,
601698.SH,10687695.0924,2019-06-28,
600886.SH,10681839.6491,1996-01-18,
300014.SZ,10645544.7405,2009-10-30,
002602.SZ,10644626.0589,2011-07-28,
300015.SZ,10627485.2918,2009-10-30,
603986.SH,10551757.2701,2016-08-18,
600160.SH,10445317.5874,1998-06-26,
000625.SZ,10383464.8661,1997-06-10,
601898.SH,10378368.4536,2008-02-01,
603893.SH,10359527.0115,2020-02-07,
601600.SH,10308682.3541,2007-04-30,
688036.SH,10264295.5256,2019-09-30,
002311.SZ,10224506.0135,2009-11-27,
000538.SZ,10207179.2207,1993-12-15,
600438.SH,9917875.3607,2004-03-02,
