ts_code,circ_mv,list_date,delist_date
600519.SH,216945360.0600,2001-08-27,
601398.SH,117011700.2419,2006-10-27,
601288.SH,87091800.6261,2010-07-15,
601857.SH,80475272.6755,2007-11-05,
300750.SZ,78003784.0589,2018-06-11,
601628.SH,77296943.3600,2007-01-09,
600036.SH,76863446.9425,2002-04-09,
000858.SZ,70133834.0416,1998-04-27,
601988.SH,66601902.6913,2006-07-05,
601318.SH,50913523.1406,2007-03-01,
600900.SH,47757904.3830,2003-11-18,
601088.SH,45548246.8317,2007-10-09,
601888.SH,42179329.1770,2009-10-15,
600028.SH,41470345.3761,2001-08-08,
300760.SZ,38309479.9191,2018-10-16,
603288.SH,36885316.9445,2014-02-11,
601166.SH,36541895.2892,2007-02-05,
000333.SZ,35498958.9584,2013-09-18,
600809.SH,34703603.4140,1994-01-06,
000568.SZ,32845908.1595,1994-05-09,
601012.SH,32024728.5323,2012-04-11,
002415.SZ,31821230.9052,2010-05-28,
002594.SZ,29930956.0290,2011-06-30,
600309.SH,29089752.4899,2001-01-05,
002352.SZ,27980616.3715,2010-02-05,
000001.SZ,25537699.7862,1991-04-03,
600276.SH,24578295.7617,2000-10-18,
002304.SZ,24118495.7247,2009-11-06,
600030.SH,22631066.5399,2003-01-06,
002475.SZ,22506716.8801,2010-09-15,
601668.SH,22173604.1963,2009-07-29,
300059.SZ,21512021.8933,2010-03-19,
600000.SH,21368382.4216,1999-11-10,
002142.SZ,21166854.8397,2007-07-19,
603259.SH,20725418.5569,2018-05-08,
601899.SH,20494681.6400,2008-04-25,
600887.SH,19554765.8132,1996-03-12,
601328.SH,18604909.5431,2007-05-15,
601319.SH,18529828.9363,2018-11-16,
601138.SH,18172265.5245,2018-06-08,
601633.SH,18163299.1983,2011-09-28,
600048.SH,18111280.8914,2006-07-31,
000651.SZ,18058766.2321,1996-11-18,
300015.SZ,18029969.7209,2009-10-30,
601225.SH,18013310.0000,2014-01-28,
000002.SZ,17685596.5468,1991-01-29,
002714.SZ,17555445.9990,2014-01-28,
600436.SH,17403288.2397,2003-06-16,
600438.SH,17367610.3744,2004-03-02,
601998.SH,16958234.9786,2007-04-27,
600104.SH,16835867.8270,1997-11-25,
601601.SH,16784041.6477,2007-12-25,
600406.SH,16171400.6373,2003-10-16,
300014.SZ,16143477.6984,2009-10-30,
300124.SZ,16037259.9343,2010-09-28,
600690.SH,15430719.7917,1993-11-19,
002459.SZ,14082110.2481,2010-08-10,
600050.SH,13871160.5478,2002-10-09,
601816.SH,13445718.0094,2020-01-16,
600031.SH,13384021.6382,2003-07-03,
601919.SH,13109355.0718,2007-06-26,
601818.SH,12695431.5189,2010-08-18,
300274.SZ,12620515.2512,2011-11-02,
601766.SH,12431504.8025,2008-08-18,
600018.SH,12374742.2631,2006-10-26,
000725.SZ,12326604.0002,2001-01-12,
000792.SZ,12318142.5881,1997-09-04,
600019.SH,12237019.1478,2000-12-12,
600016.SH,12234432.5085,2000-12-19,
688111.SH,12198848.2205,2019-11-18,
002129.SZ,12164481.0804,2007-04-20,
600025.SH,11880000.0000,2017-12-15,
002371.SZ,11846275.1490,2010-03-16,
002493.SZ,11682885.9375,2010-11-02,
002466.SZ,11647748.5027,2010-08-31,
600760.SH,11494565.6676,1996-10-11,
601390.SH,11322127.8413,2007-12-03,
601985.SH,11310241.0542,2015-06-10,
002049.SZ,11199536.4524,2005-06-06,
600585.SH,10951185.6613,2002-02-07,
600346.SH,10931721.9677,2001-08-20,
000596.SZ,10905534.0000,1996-09-27,
600919.SH,10707588.1416,2016-08-02,
003816.SZ,10581111.2609,2019-08-26,
601111.SH,10559859.7303,2006-08-18,
300498.SZ,10497276.4748,2015-11-02,
600893.SH,10443074.7424,1996-04-08,
000063.SZ,10291974.1564,1997-11-18,
002311.SZ,10236973.3396,2009-11-27,
601211.SH,10127978.8752,2015-06-26,
600188.SH,10030223.9031,1998-07-01,
601006.SH,9931117.5766,2006-08-01,
600999.SH,9871267.0118,2009-11-17,
001979.SZ,9773154.7932,2015-12-30,
002812.SZ,9742269.0635,2016-09-14,
002027.SZ,9647389.4170,2004-08-04,
601800.SH,9456524.5171,2012-03-09,
000625.SZ,9361041.1690,1997-06-10,
601688.SH,9315636.1917,2010-02-26,
601009.SH,9185267.3317,2007-07-19,
000776.SZ,9168982.4777,1997-06-11,
000538.SZ,9157456.6805,1993-12-15,
601169.SH,9112626.2212,2007-09-19,
603501.SH,9086218.1923,2017-05-04,
600111.SH,9055739.9342,1997-09-24,
601066.SH,9051984.7928,2018-06-20,
000895.SZ,8982472.8682,1998-12-10,
