ts_code,circ_mv,list_date,delist_date
600519.SH,191920643.6862,2001-08-27,
601398.SH,162845776.3736,2006-10-27,
601288.SH,151002511.6975,2010-07-15,
601857.SH,131156883.0326,2007-11-05,
601988.SH,101588978.1558,2006-07-05,
300750.SZ,95968249.4513,2018-06-11,
601628.SH,87208943.6400,2007-01-09,
600036.SH,77069736.3867,2002-04-09,
600900.SH,66212013.4353,2003-11-18,
601088.SH,66030115.9718,2007-10-09,
601318.SH,60184781.8304,2007-03-01,
600028.SH,58692678.1064,2001-08-08,
000858.SZ,56992444.8925,1998-04-27,
000333.SZ,49136450.8468,2013-09-18,
601138.SH,48170102.9830,2018-06-08,
601166.SH,37975423.5460,2007-02-05,
601658.SH,34970767.8992,2019-12-10,
601899.SH,34575684.8866,2008-04-25,
600030.SH,34240461.3389,2003-01-06,
002594.SZ,34082091.9116,2011-06-30,
300760.SZ,32323661.5705,2018-10-16,
300059.SZ,30980167.2659,2010-03-19,
002475.SZ,30459181.9217,2010-09-15,
600276.SH,29726150.5968,2000-10-18,
600000.SH,28882542.7653,1999-11-10,
601328.SH,27907364.3147,2007-05-15,
002415.SZ,27418162.5042,2010-05-28,
601816.SH,26664821.1438,2020-01-16,
601319.SH,25203407.1739,2018-11-16,
601601.SH,25189752.5544,2007-12-25,
601998.SH,25170882.2072,2007-04-27,
601668.SH,24874875.0473,2009-07-29,
600809.SH,24509081.2200,1994-01-06,
603288.SH,24338748.5811,2014-02-11,
000651.SZ,23992191.2136,1996-11-18,
601225.SH,23927260.0000,2014-01-28,
600309.SH,23626593.3607,2001-01-05,
000001.SZ,22083592.7469,1991-04-03,
002352.SZ,21386648.5975,2010-02-05,
002371.SZ,20899991.6810,2010-03-16,
600406.SH,20727722.3175,2003-10-16,
601766.SH,20240727.9759,2008-08-18,
000568.SZ,19883247.3185,1994-05-09,
601985.SH,18996584.5762,2015-06-10,
688256.SH,18935838.3161,2020-07-20,
601919.SH,18605392.3750,2007-06-26,
600690.SH,18275652.1996,1993-11-19,
600887.SH,17679505.0974,1996-03-12,
601127.SH,17619158.1923,2016-06-15,
600025.SH,17514000.0000,2017-12-15,
688981.SH,17284805.9084,2020-07-16,
000725.SZ,17209836.3034,2001-01-12,
002142.SZ,16661269.7492,2007-07-19,
002714.SZ,16629970.3147,2014-01-28,
600150.SH,16436175.6857,1998-05-20,
601633.SH,16180990.6451,2011-09-28,
600919.SH,16167516.8519,2016-08-02,
601818.SH,16010351.3685,2010-08-18,
300308.SZ,15956949.6085,2012-04-10,
003816.SZ,15891334.3844,2019-08-26,
600050.SH,15451860.5037,2002-10-09,
600031.SH,15447193.9025,2003-07-03,
601012.SH,14959046.2481,2012-04-11,
600104.SH,14897410.3857,1997-11-25,
300274.SZ,14408590.4122,2011-11-02,
600999.SH,14279938.1433,2009-11-17,
600019.SH,14251363.1776,2000-12-12,
