ts_code,circ_mv,list_date,delist_date
600519.SH,184333208.9742,2001-08-27,
601857.SH,167103584.3082,2007-11-05,
601398.SH,153678961.1472,2006-10-27,
601288.SH,139190475.8988,2010-07-15,
601988.SH,97373667.8589,2006-07-05,
601088.SH,73170735.4063,2007-10-09,
600036.SH,70530361.0028,2002-04-09,
300750.SZ,70119065.4195,2018-06-11,
600900.SH,69428985.8067,2003-11-18,
601628.SH,64657060.6500,2007-01-09,
600028.SH,60022285.7011,2001-08-08,
601138.SH,54412386.0343,2018-06-08,
000858.SZ,49699057.7132,1998-04-27,
601318.SH,44514352.2265,2007-03-01,
000333.SZ,44168204.8908,2013-09-18,
601166.SH,36604313.0654,2007-02-05,
601899.SH,36117406.8643,2008-04-25,
300760.SZ,35271104.2291,2018-10-16,
601658.SH,34031054.3664,2019-12-10,
601328.SH,29320395.4192,2007-05-15,
002594.SZ,29090825.9142,2011-06-30,
002475.SZ,28163630.9693,2010-09-15,
002415.SZ,28153811.9209,2010-05-28,
601816.SH,26370182.2361,2020-01-16,
601998.SH,25844832.2202,2007-04-27,
600809.SH,25726605.5135,1994-01-06,
600309.SH,25387991.2178,2001-01-05,
601225.SH,24984015.0000,2014-01-28,
600276.SH,24533642.7458,2000-10-18,
600000.SH,24156841.8554,1999-11-10,
601668.SH,21941127.3258,2009-07-29,
000651.SZ,21897112.8096,1996-11-18,
000568.SZ,21053787.4939,1994-05-09,
600030.SH,20721463.7379,2003-01-06,
601985.SH,20129581.6682,2015-06-10,
600406.SH,19929273.8461,2003-10-16,
601919.SH,19766422.4276,2007-06-26,
000001.SZ,19696630.1543,1991-04-03,
600025.SH,19404000.0000,2017-12-15,
603288.SH,19167390.0752,2014-02-11,
601601.SH,19070285.4936,2007-12-25,
601319.SH,18281344.6402,2018-11-16,
601766.SH,18270176.3340,2008-08-18,
003816.SZ,18212098.5643,2019-08-26,
600150.SH,18207257.4738,1998-05-20,
600690.SH,17903672.4321,1993-11-19,
002352.SZ,17090246.2068,2010-02-05,
002371.SZ,16972033.1054,2010-03-16,
002714.SZ,16614724.8207,2014-01-28,
600887.SH,16292363.3069,1996-03-12,
600104.SH,16043365.0308,1997-11-25,
601633.SH,15611080.6685,2011-09-28,
300308.SZ,15383472.3257,2012-04-10,
000725.SZ,15072756.6583,2001-01-12,
