ts_code,circ_mv,list_date,delist_date
600519.SH,229884197.4000,2001-08-27,
601398.SH,125639291.0432,2006-10-27,
300750.SZ,107081375.7372,2018-06-11,
600036.SH,104073024.6443,2002-04-09,
601857.SH,97315168.7686,2007-11-05,
601288.SH,87989654.2408,2010-07-15,
000858.SZ,85156408.0927,1998-04-27,
601988.SH,64283482.0280,2006-07-05,
601628.SH,62054119.4000,2007-01-09,
601318.SH,52386765.5123,2007-03-01,
601888.SH,50764364.1440,2009-10-15,
600900.SH,50032090.3060,2003-11-18,
000333.SZ,47478952.7743,2013-09-18,
603288.SH,46338337.8700,2014-02-11,
002415.SZ,44786056.2765,2010-05-28,
601012.SH,44645045.3798,2012-04-11,
600028.SH,42618765.8865,2001-08-08,
603259.SH,38911100.5025,2018-05-08,
600809.SH,38344342.0966,1994-01-06,
601088.SH,37368692.0060,2007-10-09,
601166.SH,35895908.5083,2007-02-05,
000001.SZ,34794517.7737,1991-04-03,
000568.SZ,32444642.2177,1994-05-09,
600276.SH,31984040.6737,2000-10-18,
601633.SH,31974311.1430,2011-09-28,
002352.SZ,29430486.5946,2010-02-05,
300059.SZ,29329850.5868,2010-03-19,
002594.SZ,28819858.0215,2011-06-30,
600000.SH,26416944.5256,1999-11-10,
002475.SZ,25086843.7496,2010-09-15,
600030.SH,24811464.7776,2003-01-06,
002812.SZ,24123156.7589,2016-09-14,
300015.SZ,23809584.7502,2009-10-30,
000651.SZ,23134831.5241,1996-11-18,
600438.SH,22930886.4493,2004-03-02,
600436.SH,22817456.8822,2003-06-16,
600887.SH,22356993.8180,1996-03-12,
600104.SH,22292044.2844,1997-11-25,
600031.SH,21600718.3881,2003-07-03,
002142.SZ,20837824.9157,2007-07-19,
002304.SZ,20742420.8140,2009-11-06,
000002.SZ,20708106.0077,1991-01-29,
601899.SH,20679133.7748,2008-04-25,
600406.SH,19792971.9492,2003-10-16,
601919.SH,19578329.9994,2007-06-26,
601668.SH,19509399.7651,2009-07-29,
600019.SH,19324747.4902,2000-12-12,
300760.SZ,19237632.8031,2018-10-16,
603501.SH,19055801.3583,2017-05-04,
601601.SH,18577442.5089,2007-12-25,
002714.SZ,18424949.4748,2014-01-28,
600346.SH,18329815.8427,2001-08-20,
300014.SZ,18195174.6233,2009-10-30,
002493.SZ,17856768.7500,2010-11-02,
601328.SH,17662888.8068,2007-05-15,
000725.SZ,16936403.6973,2001-01-12,
002371.SZ,16841818.1729,2010-03-16,
603260.SH,16836162.0000,2017-10-30,
600048.SH,16794060.9389,2006-07-31,
600690.SH,16496865.1902,1993-11-19,
600585.SH,16318786.5223,2002-02-07,
300274.SZ,16264560.9460,2011-11-02,
000792.SZ,16248686.2877,1997-09-04,
600111.SH,16083583.1820,1997-09-24,
601998.SH,15528021.5100,2007-04-27,
600025.SH,15372000.0000,2017-12-15,
600309.SH,15198599.7835,2001-01-05,
601766.SH,15107562.5878,2008-08-18,
002466.SZ,14970476.8034,2010-08-31,
300122.SZ,14657431.5885,2010-09-28,
601225.SH,14348600.0000,2014-01-28,
600018.SH,14112767.8619,2006-10-26,
601818.SH,14018728.5526,2010-08-18,
002460.SZ,14003919.5401,2010-08-10,
002129.SZ,13904448.2877,2007-04-20,
600016.SH,13865690.1763,2000-12-19,
600999.SH,13597113.6583,2009-11-17,
600760.SH,13378128.5024,1996-10-11,
601211.SH,13243450.6554,2015-06-26,
300124.SZ,13075882.2999,2010-09-28,
601816.SH,13008458.8871,2020-01-16,
600703.SH,12924528.5968,1996-05-28,
000063.SZ,12865085.2885,1997-11-18,
002241.SZ,12831849.0639,2008-05-22,
600050.SH,12640569.7711,2002-10-09,
002049.SZ,12548995.5782,2005-06-06,
603799.SH,12519274.1788,2015-01-29,
601688.SH,12423285.6277,2010-02-26,
000776.SZ,12406834.9085,1997-06-11,
000166.SZ,12394529.0238,2015-01-26,
600893.SH,12388122.0059,1996-04-08,
601985.SH,12262953.9949,2015-06-10,
601877.SH,12168850.2987,2010-01-21,
603806.SH,12059995.5246,2014-09-05,
603659.SH,11908642.1380,2017-11-03,
601066.SH,11777108.6356,2018-06-20,
601390.SH,11525763.2342,2007-12-03,
002311.SZ,11172478.1924,2009-11-27,
601100.SH,11040734.8800,2011-10-28,
002230.SZ,10998287.2669,2008-05-12,
601238.SH,10789550.1926,2012-03-29,
600588.SH,10737293.2444,2001-05-18,
603993.SH,10640824.6148,2012-10-09,
002027.SZ,10571690.1994,2004-08-04,
600196.SH,10517310.5754,1998-08-07,
002736.SZ,10433654.2372,2014-12-29,
002821.SZ,10395775.9178,2016-11-18,
300433.SZ,10377124.1522,2015-03-18,
688981.SH,10328130.8640,2020-07-16,
600837.SH,10297971.1588,1994-02-24,2025-03-04
001979.SZ,10250705.8689,2015-12-30,
000661.SZ,10172342.0925,1996-12-18,
601600.SH,10135997.9118,2007-04-30,
300450.SZ,10129558.0941,2015-05-18,
002709.SZ,10069941.4296,2014-01-23,
600010.SH,10041676.0731,2001-03-09,
601229.SH,10017518.0284,2016-11-16,
300347.SZ,9801651.5592,2012-08-17,
000625.SZ,9768755.0781,1997-06-10,
601989.SH,9738957.2474,2009-12-16,2025-09-05
600763.SH,9683969.2800,1996-10-30,
601800.SH,9679721.9902,2012-03-09,
300142.SZ,9668421.1592,2010-11-12,
601669.SH,9439308.1044,2011-10-18,
601006.SH,9306663.3619,2006-08-01,
601169.SH,9218341.1426,2007-09-19,
000596.SZ,9149627.2000,1996-09-27,
600011.SH,9095106.1030,2001-12-06,
601186.SH,9087563.9450,2008-03-10,
600089.SH,9007208.5133,1997-06-18,
603986.SH,8930095.5464,2016-08-18,
002179.SZ,8761761.7300,2007-11-01,
600745.SH,8761491.2923,1996-08-28,
600958.SH,8679439.1899,2015-03-23,
600188.SH,8622159.5899,1998-07-01,
000768.SZ,8591090.5282,1997-06-26,
600919.SH,8543680.9242,2016-08-02,
603486.SH,8508526.6000,2018-05-28,
601360.SH,8488691.4780,2012-01-16,
600660.SH,8462617.2527,1993-06-10,
601155.SH,8404365.1222,2015-12-04,
600886.SH,8400843.2565,1996-01-18,
601336.SH,8375124.3894,2011-12-16,
600570.SH,8371818.4294,2003-12-16,
601898.SH,8255104.3608,2008-02-01,
000100.SZ,8079796.3867,2004-01-30,
000799.SZ,8049465.6215,1997-07-18,
002050.SZ,8045087.7613,2005-06-07,
603833.SH,7971971.5435,2017-03-28,
002271.SZ,7842925.7246,2008-09-10,
300316.SZ,7770809.6681,2012-05-11,
601618.SH,7765889.3390,2009-09-21,
601009.SH,7676398.1712,2007-07-19,
600926.SH,7526750.8786,2016-10-27,
600460.SH,7490559.7543,2003-03-11,
601111.SH,7411826.0748,2006-08-18,
002938.SZ,7333875.1625,2018-09-18,
