ts_code,circ_mv,list_date,delist_date
601288.SH,193781235.9556,2010-07-15,
601398.SH,190615834.2375,2006-10-27,
300750.SZ,167304828.6120,2018-06-11,
600519.SH,148195923.5984,2001-08-27,
601138.SH,143175125.9445,2018-06-08,
300308.SZ,140962354.6000,2012-04-10,
601857.SH,140548363.5304,2007-11-05,
601988.SH,120557874.4656,2006-07-05,
688256.SH,100247289.6150,2020-07-20,
688041.SH,86070239.8430,2022-08-12,
300502.SZ,76132562.2400,2016-03-03,
601628.SH,73611178.5500,2007-01-09,
600036.SH,73232752.6200,2002-04-09,
600900.SH,64767372.2519,2003-11-18,
601088.SH,64381012.3520,2007-10-09,
002371.SZ,64140316.7147,2010-03-16,
603986.SH,54482089.8500,2016-08-18,
000333.SZ,51830525.1555,2013-09-18,
601899.SH,51792907.8534,2008-04-25,
002475.SZ,51402757.2608,2010-09-15,
601318.SH,50891150.7874,2007-03-01,
688012.SH,43897185.0500,2019-07-22,
600028.SH,42259604.0284,2001-08-08,
600183.SH,41520656.0100,1998-10-28,
601728.SH,40289829.1953,2021-08-20,
002384.SZ,36370149.7995,2010-04-09,
601658.SH,35756205.6958,2019-12-10,
688008.SH,35527757.8858,2019-07-22,
601166.SH,35045695.0008,2007-02-05,
600030.SH,34983231.0230,2003-01-06,
600276.SH,33196327.9692,2000-10-18,
300394.SZ,32943331.0108,2015-02-17,
688981.SH,31757051.6250,2020-07-16,
300408.SZ,31207027.0910,2014-12-03,
002415.SZ,30938695.5240,2010-05-28,
603259.SH,30794811.7702,2018-05-08,
000725.SZ,30698672.3988,2001-01-12,
603993.SH,30643778.0610,2012-10-09,
002916.SZ,30441627.0050,2017-12-13,
300476.SZ,29972946.9207,2015-06-11,
002463.SZ,29380544.4400,2010-08-18,
600176.SH,29174860.2696,1999-04-22,
000858.SZ,28723199.1600,1998-04-27,
600000.SH,28676326.7763,1999-11-10,
601998.SH,28248758.5149,2007-04-27,
002594.SZ,27788309.5950,2011-06-30,
300059.SZ,27214016.8404,2010-03-19,
600487.SH,26735610.1474,2003-08-22,
300433.SZ,26667410.2000,2015-03-18,
600150.SH,25429074.3727,1998-05-20,
300274.SZ,25244873.4364,2011-11-02,
601211.SH,24564376.5640,2015-06-26,
002938.SZ,24336274.8926,2018-09-18,
601319.SH,23996483.4616,2018-11-16,
603256.SH,23341809.7575,2019-07-19,
688525.SH,23329819.3491,2022-12-30,
688498.SH,23177450.0600,2022-12-21,
601869.SH,22182007.7970,2018-07-20,
601816.SH,22163332.7682,2020-01-16,
600309.SH,21415556.2156,2001-01-05,
600522.SH,20709778.7796,2002-10-24,
000651.SZ,20707535.4038,1996-11-18,
688082.SH,20624241.6000,2021-11-18,
002281.SZ,20054124.6563,2009-08-21,
301308.SZ,19836736.7220,2022-08-05,
600919.SH,19782727.8110,2016-08-02,
601225.SH,19729325.0000,2014-01-28,
002142.SZ,19593743.5949,2007-07-19,
601601.SH,19522058.3580,2007-12-25,
688521.SH,19518820.4442,2020-08-18,
000001.SZ,19502628.7035,1991-04-03,
601066.SH,18882915.5970,2018-06-20,
000988.SZ,18553041.0077,2000-06-08,
600584.SH,18529388.1830,2003-06-03,
603288.SH,18438951.2580,2014-02-11,
600406.SH,18298682.6170,2003-10-16,
601668.SH,17933049.4336,2009-07-29,
600111.SH,17370391.1690,1997-09-24,
601985.SH,17051606.2647,2015-06-10,
601328.SH,16764578.6429,2007-05-15,
300604.SZ,16711533.7338,2017-04-17,
601919.SH,16649924.7018,2007-06-26,
600025.SH,16563042.8327,2017-12-15,
300857.SZ,16548371.4000,2020-07-27,
300760.SZ,16454436.4610,2018-10-16,
002050.SZ,16147837.6425,2005-06-07,
300124.SZ,15987617.4051,2010-09-28,
000792.SZ,15975115.1826,1997-09-04,
688120.SH,15939246.5798,2022-06-08,
603019.SH,15688331.2589,2014-11-06,
600999.SH,15660431.1830,2009-11-17,
001309.SZ,15549816.4920,2022-07-01,
003816.SZ,15380051.0008,2019-08-26,
301200.SZ,15336212.0765,2022-02-28,
002080.SZ,15103112.4000,2006-11-20,
600887.SH,15080255.5612,1996-03-12,
601688.SH,15066535.2022,2010-02-26,
688361.SH,15057017.6000,2023-05-19,
002352.SZ,14911057.5120,2010-02-05,
600989.SH,14908720.8800,2019-05-16,
600031.SH,14643745.9200,2003-07-03,
000063.SZ,14575961.1228,1997-11-18,
601100.SH,14421870.6760,2011-10-28,
002008.SZ,14361435.0014,2004-06-25,
600160.SH,14311354.0761,1998-06-26,
601872.SH,14186964.1445,2006-12-01,
000657.SZ,13907400.9716,1996-12-05,
000776.SZ,13815475.3620,1997-06-11,
300014.SZ,13737492.5562,2009-10-30,
688347.SH,13712632.5000,2023-08-07,
301217.SZ,13684558.8585,2022-01-27,
300442.SZ,13610624.0868,2015-04-24,
605117.SH,13517804.4686,2021-04-20,
300475.SZ,13501074.0000,2015-06-10,
000338.SZ,13497561.0150,2007-04-30,
601818.SH,13411569.7084,2010-08-18,
600809.SH,13342748.4554,1994-01-06,
002714.SZ,13296868.6589,2014-01-28,
600549.SH,13239500.6400,2002-11-07,
688396.SH,12956695.3785,2020-02-27,
601698.SH,12778765.8350,2019-06-28,
600690.SH,12762430.9644,1993-11-19,
601766.SH,12650454.9600,2008-08-18,
002600.SZ,12484288.1232,2011-07-15,
600346.SH,12466245.7458,2001-08-20,
601336.SH,12441730.8638,2011-12-16,
600050.SH,12396163.6800,2002-10-09,
601229.SH,12333440.3836,2016-11-16,
601009.SH,12227567.9608,2007-07-19,
688506.SH,12139728.3414,2023-01-06,
688249.SH,11850813.8051,2023-05-05,
600760.SH,11629461.5970,1996-10-11,
600019.SH,11627853.9651,2000-12-12,
002156.SZ,11512909.8414,2007-08-16,
603501.SH,11482430.0255,2017-05-04,
600016.SH,11418803.6704,2000-12-19,
000568.SZ,11403657.8952,1994-05-09,
688766.SH,11399617.9760,2021-08-23,
600089.SH,11368783.3500,1997-06-18,
688126.SH,11337134.5066,2020-04-20,
600104.SH,11219390.8400,1997-11-25,
601898.SH,11147136.4872,2008-02-01,
000100.SZ,11134843.9626,2004-01-30,
688183.SH,11089707.4880,2021-02-25,
600018.SH,10972451.0848,2006-10-26,
000408.SZ,10875603.0156,1996-06-28,
601600.SH,10853145.3978,2007-04-30,
600905.SH,10606018.1871,2021-06-10,
600188.SH,10593322.5040,1998-07-01,
600703.SH,10586697.6814,1996-05-28,
601995.SH,10568605.7760,2020-11-02,
300033.SZ,10565702.6900,2009-12-25,
002028.SZ,10564822.1453,2004-08-05,
002353.SZ,10538338.6500,2010-02-05,
688200.SH,10532198.5010,2020-02-18,
300223.SZ,10495968.6380,2011-05-31,
601888.SH,10486745.9105,2009-10-15,
600926.SH,10474808.6125,2016-10-27,
601169.SH,10360062.3070,2007-09-19,
000977.SZ,10267822.6000,2000-06-08,
600893.SH,10218088.4832,1996-04-08,
000021.SZ,10116991.9957,1994-02-02,
600660.SH,10103062.8972,1993-06-10,
600673.SH,10079231.4282,1993-09-17,
300757.SZ,10062884.9200,2019-01-08,
002493.SZ,10038422.3475,2010-11-02,
688172.SH,10028776.8006,2022-12-16,
601012.SH,9942412.7520,2012-04-11,
600886.SH,9921513.3138,1996-01-18,
000166.SZ,9915623.2120,2015-01-26,
688111.SH,9885805.4870,2019-11-18,
600105.SH,9865540.9104,1997-09-29,
300136.SZ,9840512.8382,2010-11-05,
600015.SH,9832436.1360,2003-09-12,
601689.SH,9804868.4552,2015-03-19,
600118.SH,9702323.0655,1997-09-08,
002179.SZ,9685507.5240,2007-11-01,
002736.SZ,9602816.9706,2014-12-29,
002602.SZ,9583526.9160,2011-07-28,
601127.SH,9537870.8250,2016-06-15,
