ts_code,circ_mv,list_date,delist_date
600519.SH,215940401.8200,2001-08-27,
601398.SH,128605025.3811,2006-10-27,
300750.SZ,104440373.0073,2018-06-11,
600036.SH,96543459.9277,2002-04-09,
601288.SH,92179637.7761,2010-07-15,
601857.SH,89380986.9555,2007-11-05,
601988.SH,68920323.3546,2006-07-05,
000858.SZ,60186665.9321,1998-04-27,
601628.SH,54640942.7200,2007-01-09,
601318.SH,52484259.4928,2007-03-01,
600900.SH,50032090.3060,2003-11-18,
601088.SH,49093819.9920,2007-10-09,
600028.SH,41280957.0919,2001-08-08,
601166.SH,40544722.8889,2007-02-05,
601012.SH,39075240.3730,2012-04-11,
000333.SZ,38976130.6563,2013-09-18,
002415.SZ,37485282.2529,2010-05-28,
300760.SZ,37252231.8738,2018-10-16,
603288.SH,36826340.8781,2014-02-11,
601888.SH,32092840.5167,2009-10-15,
600809.SH,30979311.5703,1994-01-06,
000001.SZ,29845692.7591,1991-04-03,
603259.SH,28625020.7608,2018-05-08,
000568.SZ,27222210.6683,1994-05-09,
002594.SZ,26543238.2403,2011-06-30,
600309.SH,25397410.4577,2001-01-05,
002142.SZ,24392607.6611,2007-07-19,
600030.SH,23756368.1911,2003-01-06,
600276.SH,23487486.3729,2000-10-18,
600000.SH,23481734.4048,1999-11-10,
300059.SZ,23415577.0990,2010-03-19,
601899.SH,23240968.9798,2008-04-25,
002475.SZ,22417915.3603,2010-09-15,
601668.SH,22214439.5631,2009-07-29,
600887.SH,21987496.1127,1996-03-12,
600048.SH,21187402.1348,2006-07-31,
002352.SZ,20629059.7876,2010-02-05,
002714.SZ,20475475.4575,2014-01-28,
601328.SH,20057191.5117,2007-05-15,
601138.SH,20042004.8610,2018-06-08,
600104.SH,19861884.3205,1997-11-25,
601919.SH,19622032.4590,2007-06-26,
600438.SH,19217109.1975,2004-03-02,
600436.SH,19139031.8528,2003-06-16,
000651.SZ,18961885.7087,1996-11-18,
000002.SZ,18609114.5025,1991-01-29,
600406.SH,17391987.9111,2003-10-16,
601998.SH,17332813.8614,2007-04-27,
002304.SZ,16939393.8764,2009-11-06,
601633.SH,16659184.3601,2011-09-28,
000792.SZ,16324690.8343,1997-09-04,
002812.SZ,16324435.4240,2016-09-14,
601225.SH,15948275.0000,2014-01-28,
600585.SH,15794825.4845,2002-02-07,
000725.SZ,15718430.8857,2001-01-12,
601601.SH,15688835.0149,2007-12-25,
603501.SH,15279090.7138,2017-05-04,
600019.SH,14993338.5700,2000-12-12,
601985.SH,14922509.0114,2015-06-10,
601319.SH,14888727.0332,2018-11-16,
600031.SH,14879013.8834,2003-07-03,
300014.SZ,14841196.6488,2009-10-30,
600346.SH,14634288.4551,2001-08-20,
600690.SH,14572756.6307,1993-11-19,
600111.SH,14070864.6180,1997-09-24,
300015.SZ,14067273.3871,2009-10-30,
601818.SH,13646551.1252,2010-08-18,
002493.SZ,13582542.1875,2010-11-02,
600016.SH,13546531.0674,2000-12-19,
601766.SH,13137010.9459,2008-08-18,
601816.SH,13063116.2774,2020-01-16,
